dep,jour,P,T,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
71,2020-06-13,0,103,0,553595,0.0,5.0,0.903187348151627
71,2020-06-14,1,46,0,553595,0.18063746963032543,6.0,1.0838248177819525
71,2020-06-15,1,331,0,553595,0.18063746963032543,5.0,0.903187348151627
71,2020-06-16,1,278,0,553595,0.18063746963032543,6.0,1.0838248177819525
71,2020-06-17,0,290,0,553595,0.0,4.0,0.7225498785213017
71,2020-06-18,1,195,0,553595,0.18063746963032543,5.0,0.903187348151627
71,2020-06-19,2,268,0,553595,0.36127493926065085,6.0,1.0838248177819525
71,2020-06-20,0,81,0,553595,0.0,6.0,1.0838248177819525
71,2020-06-21,1,44,0,553595,0.18063746963032543,6.0,1.0838248177819525
71,2020-06-22,0,406,0,553595,0.0,5.0,0.903187348151627
71,2020-06-23,0,266,0,553595,0.0,4.0,0.7225498785213017
71,2020-06-24,1,212,0,553595,0.18063746963032543,5.0,0.903187348151627
71,2020-06-25,1,175,0,553595,0.18063746963032543,5.0,0.903187348151627
71,2020-06-26,1,267,0,553595,0.18063746963032543,4.0,0.7225498785213017
71,2020-06-27,4,228,0,553595,0.7225498785213017,8.0,1.4450997570426034
71,2020-06-28,1,49,0,553595,0.18063746963032543,8.0,1.4450997570426034
71,2020-06-29,3,310,0,553595,0.5419124088909762,11.0,1.9870121659335795
71,2020-06-30,5,418,0,553595,0.903187348151627,16.0,2.890199514085207
71,2020-07-01,1,327,0,553595,0.18063746963032543,16.0,2.890199514085207
71,2020-07-02,3,290,0,553595,0.5419124088909762,18.0,3.2514744533458573
71,2020-07-03,2,393,0,553595,0.36127493926065085,19.0,3.4321119229761834
71,2020-07-04,0,129,0,553595,0.0,15.0,2.709562044454881
71,2020-07-05,0,57,0,553595,0.0,14.0,2.528924574824556
71,2020-07-06,3,391,0,553595,0.5419124088909762,14.0,2.528924574824556
71,2020-07-07,3,393,0,553595,0.5419124088909762,12.0,2.167649635563905
71,2020-07-08,5,483,0,553595,0.903187348151627,16.0,2.890199514085207
71,2020-07-09,0,412,0,553595,0.0,13.0,2.3482871051942307
71,2020-07-10,3,307,0,553595,0.5419124088909762,14.0,2.528924574824556
71,2020-07-11,0,95,0,553595,0.0,14.0,2.528924574824556
71,2020-07-12,0,62,0,553595,0.0,14.0,2.528924574824556
71,2020-07-13,3,322,0,553595,0.5419124088909762,14.0,2.528924574824556
71,2020-07-14,0,49,0,553595,0.0,11.0,1.9870121659335795
71,2020-07-15,2,552,0,553595,0.36127493926065085,8.0,1.4450997570426034
71,2020-07-16,2,510,0,553595,0.36127493926065085,10.0,1.806374696303254
71,2020-07-17,1,484,0,553595,0.18063746963032543,8.0,1.4450997570426034
71,2020-07-18,0,180,0,553595,0.0,8.0,1.4450997570426034
71,2020-07-19,0,73,0,553595,0.0,8.0,1.4450997570426034
71,2020-07-20,0,469,0,553595,0.0,5.0,0.903187348151627
71,2020-07-21,1,498,0,553595,0.18063746963032543,6.0,1.0838248177819525
71,2020-07-22,2,431,0,553595,0.36127493926065085,6.0,1.0838248177819525
71,2020-07-23,1,461,0,553595,0.18063746963032543,5.0,0.903187348151627
71,2020-07-24,1,515,0,553595,0.18063746963032543,5.0,0.903187348151627
71,2020-07-25,2,137,0,553595,0.36127493926065085,7.0,1.264462287412278
71,2020-07-26,1,84,0,553595,0.18063746963032543,8.0,1.4450997570426034
71,2020-07-27,6,412,0,553595,1.0838248177819525,14.0,2.528924574824556
71,2020-07-28,1,465,0,553595,0.18063746963032543,14.0,2.528924574824556
71,2020-07-29,2,347,0,553595,0.36127493926065085,14.0,2.528924574824556
71,2020-07-30,4,346,0,553595,0.7225498785213017,17.0,3.0708369837155325
71,2020-07-31,0,410,0,553595,0.0,16.0,2.890199514085207
71,2020-08-01,0,157,0,553595,0.0,14.0,2.528924574824556
71,2020-08-02,1,73,0,553595,0.18063746963032543,14.0,2.528924574824556
71,2020-08-03,1,453,0,553595,0.18063746963032543,9.0,1.6257372266729286
71,2020-08-04,2,416,0,553595,0.36127493926065085,10.0,1.806374696303254
71,2020-08-05,4,362,0,553595,0.7225498785213017,12.0,2.167649635563905
71,2020-08-06,0,496,0,553595,0.0,8.0,1.4450997570426034
71,2020-08-07,3,412,0,553595,0.5419124088909762,11.0,1.9870121659335795
71,2020-08-08,3,150,0,553595,0.5419124088909762,14.0,2.528924574824556
71,2020-08-09,1,67,0,553595,0.18063746963032543,14.0,2.528924574824556
71,2020-08-10,6,398,0,553595,1.0838248177819525,19.0,3.4321119229761834
71,2020-08-11,6,407,0,553595,1.0838248177819525,23.0,4.154661801497484
71,2020-08-12,5,507,0,553595,0.903187348151627,24.0,4.33529927112781
71,2020-08-13,10,440,0,553595,1.806374696303254,34.0,6.141673967431065
71,2020-08-14,9,559,0,553595,1.6257372266729286,40.0,7.225498785213016
71,2020-08-15,1,94,0,553595,0.18063746963032543,38.0,6.864223845952367
71,2020-08-16,5,71,0,553595,0.903187348151627,42.0,7.586773724473668
71,2020-08-17,20,510,0,553595,3.612749392606508,56.0,10.115698299298224
71,2020-08-18,16,541,0,553595,2.890199514085207,66.0,11.922072995601479
71,2020-08-19,23,544,0,553595,4.154661801497484,84.0,15.173547448947335
71,2020-08-20,8,707,0,553595,1.4450997570426034,82.0,14.812272509686684
71,2020-08-21,10,745,0,553595,1.806374696303254,83.0,14.99290997931701
71,2020-08-22,5,499,0,553595,0.903187348151627,87.0,15.71545985783831
71,2020-08-23,6,167,0,553595,1.0838248177819525,88.0,15.896097327468636
71,2020-08-24,24,899,0,553595,4.33529927112781,92.0,16.618647205989937
71,2020-08-25,20,789,0,553595,3.612749392606508,96.0,17.34119708451124
71,2020-08-26,14,657,0,553595,2.528924574824556,87.0,15.71545985783831
71,2020-08-27,26,865,0,553595,4.696574210388461,105.0,18.96693431118417
71,2020-08-28,17,918,0,553595,3.0708369837155325,112.0,20.231396598596447
71,2020-08-29,6,314,0,553595,1.0838248177819525,113.0,20.412034068226774
71,2020-08-30,3,97,0,553595,0.5419124088909762,110.0,19.870121659335798
71,2020-08-31,33,940,0,553595,5.961036497800739,119.0,21.495858886008726
71,2020-09-01,37,992,0,553595,6.68358637632204,136.0,24.56669586972426
71,2020-09-02,34,979,0,553595,6.141673967431065,156.0,28.179445262330763
71,2020-09-03,41,1229,0,553595,7.406136254843342,171.0,30.889007306785647
71,2020-09-04,52,1229,0,553595,9.393148420776923,206.0,37.21131874384704
71,2020-09-05,28,536,0,553595,5.057849149649112,228.0,41.1853430757142
71,2020-09-06,4,186,0,553595,0.7225498785213017,229.0,41.36598054534452
71,2020-09-07,58,1399,0,553595,10.476973238558873,254.0,45.881917286102656
71,2020-09-08,41,1270,0,553595,7.406136254843342,258.0,46.60446716462396
71,2020-09-09,42,1236,0,553595,7.586773724473668,266.0,48.04956692166656
71,2020-09-10,43,1296,0,553595,7.767411194103993,268.0,48.41084186092721
71,2020-09-11,77,1655,0,553595,13.909085161535058,293.0,52.92677860168534
71,2020-09-12,18,470,0,553595,3.2514744533458573,283.0,51.1204039053821
71,2020-09-13,8,125,0,553595,1.4450997570426034,287.0,51.8429537839034
71,2020-09-14,87,1931,0,553595,15.71545985783831,316.0,57.08144040318283
71,2020-09-15,46,1718,0,553595,8.309323602994969,321.0,57.984627751334465
71,2020-09-16,63,1474,0,553595,11.3801605867105,342.0,61.778014613571294
71,2020-09-17,83,1454,0,553595,14.99290997931701,382.0,69.00351339878432
71,2020-09-18,57,1642,0,553595,10.29633576892855,362.0,65.3907640061778
71,2020-09-19,13,453,0,553595,2.3482871051942307,357.0,64.48757665802617
71,2020-09-20,8,144,0,553595,1.4450997570426034,357.0,64.48757665802617
71,2020-09-21,78,1666,0,553595,14.089722631165381,348.0,62.86183943135324
71,2020-09-22,71,1416,0,553595,12.825260343753104,373.0,67.37777617211138
71,2020-09-23,55,1365,0,553595,9.935060829667899,365.0,65.93267641506878
71,2020-09-24,71,1307,0,553595,12.825260343753104,353.0,63.76502677950487
71,2020-09-25,72,1312,0,553595,13.005897813383429,368.0,66.47458882395975
71,2020-09-26,25,328,0,553595,4.515936740758136,380.0,68.64223845952367
71,2020-09-27,9,127,0,553595,1.6257372266729286,381.0,68.82287592915398
71,2020-09-28,78,1450,0,553595,14.089722631165381,381.0,68.82287592915398
71,2020-09-29,68,1182,0,553595,12.28334793486213,378.0,68.28096352026301
71,2020-09-30,96,1149,0,553595,17.34119708451124,419.0,75.68709977510635
71,2020-10-01,117,1097,0,553595,21.134583946748073,465.0,83.99642337810133
71,2020-10-02,144,1330,0,553595,26.011795626766858,537.0,97.00232119148475
71,2020-10-03,46,403,0,553595,8.309323602994969,558.0,100.79570805372158
71,2020-10-04,5,112,0,553595,0.903187348151627,554.0,100.07315817520028
71,2020-10-05,174,1601,0,553595,31.43091971567662,650.0,117.41435525971153
71,2020-10-06,135,1464,0,553595,24.38605840009393,717.0,129.51706572494334
71,2020-10-07,187,1616,0,553595,33.779206820870854,808.0,145.95507546130293
71,2020-10-08,170,1468,0,553595,30.708369837155324,861.0,155.5288613517102
71,2020-10-09,268,2207,0,553595,48.41084186092721,985.0,177.92790758587054
71,2020-10-10,44,550,0,553595,7.948048663734318,983.0,177.5666326466099
