geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[4.714393,47.0488],[4.706101,47.052935],[4.694523,47.054709],[4.689926,47.049486],[4.688109,47.041062],[4.69581,47.032139],[4.709491,47.027179],[4.71514,47.022735],[4.73589,47.015397],[4.744147,47.017781],[4.754824,47.019135],[4.751133,47.02366],[4.752685,47.030879],[4.741051,47.035754],[4.736228,47.042634],[4.722909,47.04755],[4.714393,47.0488]]]}",21401,21,Meloisey (21),19/11,0,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.459484,47.801746],[4.456132,47.80232],[4.426741,47.796142],[4.425031,47.799779],[4.416401,47.804225],[4.410498,47.800916],[4.407851,47.793918],[4.403967,47.79083],[4.388346,47.7888],[4.390733,47.78273],[4.388249,47.774708],[4.388914,47.772416],[4.401566,47.75478],[4.433913,47.753278],[4.438981,47.754464],[4.451,47.761261],[4.456075,47.763519],[4.449372,47.770118],[4.457518,47.778123],[4.466369,47.781343],[4.467814,47.785297],[4.462348,47.793785],[4.459484,47.801746]]]}",21451,21,Nesle-et-Massoult (21),19/11,0,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.818125,46.951679],[4.816369,46.956063],[4.804825,46.961941],[4.799975,46.96707],[4.806544,46.979418],[4.794845,46.982223],[4.788678,46.987958],[4.775085,46.991954],[4.772115,46.989687],[4.762211,46.98862],[4.755563,46.98069],[4.744135,46.979951],[4.74019,46.97142],[4.731766,46.967178],[4.734431,46.960341],[4.736878,46.960951],[4.773818,46.951928],[4.778308,46.951381],[4.778904,46.954107],[4.789945,46.960453],[4.807199,46.95551],[4.808493,46.953886],[4.818125,46.951679]]]}",21412,21,Meursault (21),19/11,0,50 à 150,5 à 10,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.634503,47.071665],[4.632821,47.065044],[4.627981,47.060894],[4.630782,47.056767],[4.626051,47.051749],[4.617489,47.050926],[4.612818,47.044807],[4.626777,47.05018],[4.642587,47.052719],[4.649776,47.052447],[4.659993,47.045839],[4.675202,47.040666],[4.685549,47.040707],[4.688109,47.041062],[4.689926,47.049486],[4.694523,47.054709],[4.706101,47.052935],[4.714393,47.0488],[4.713216,47.064606],[4.706681,47.070243],[4.69566,47.06945],[4.702871,47.06336],[4.693154,47.061243],[4.688372,47.062704],[4.683958,47.070209],[4.67784,47.076639],[4.670831,47.08034],[4.658424,47.082727],[4.643937,47.081183],[4.634503,47.071665]]]}",21427,21,Montceau-et-Écharnant (21),19/11,0,20 à 50,1 à 5,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.230436,47.316052],[4.241205,47.30913],[4.248828,47.314848],[4.254667,47.317225],[4.262554,47.316002],[4.267464,47.308824],[4.277285,47.312394],[4.282855,47.31185],[4.28189,47.320201],[4.285338,47.32381],[4.296776,47.320081],[4.295364,47.328431],[4.304013,47.328664],[4.303397,47.338002],[4.292279,47.339465],[4.292796,47.348969],[4.297235,47.35961],[4.289657,47.362259],[4.270737,47.352745],[4.262571,47.339614],[4.256706,47.336113],[4.247004,47.335302],[4.240643,47.330545],[4.225189,47.332957],[4.220422,47.329136],[4.220932,47.326637],[4.230436,47.316052]]]}",21434,21,Montlay-en-Auxois (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.126474,47.449305],[5.120008,47.443887],[5.109655,47.430556],[5.126736,47.42685],[5.139756,47.422857],[5.150806,47.423148],[5.16108,47.425335],[5.160846,47.431753],[5.155108,47.435361],[5.149288,47.437675],[5.136968,47.44738],[5.126474,47.449305]]]}",21266,21,Flacey (21),19/11,0,10 à 20,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.547754,47.041751],[4.531264,47.041091],[4.519207,47.043485],[4.517581,47.046255],[4.508187,47.050812],[4.504382,47.045877],[4.504172,47.032675],[4.49911,47.025511],[4.498401,47.019654],[4.505191,47.016145],[4.511418,47.011604],[4.518405,47.013204],[4.52659,47.012291],[4.549134,47.017088],[4.554858,47.020001],[4.562216,47.02329],[4.562794,47.032336],[4.550033,47.032075],[4.546106,47.037728],[4.547754,47.041751]]]}",21636,21,Thury (21),19/11,0,50 à 150,1 à 5,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.203902,47.530532],[4.215644,47.522605],[4.233998,47.522318],[4.238521,47.519758],[4.245521,47.52152],[4.245657,47.528009],[4.241421,47.530071],[4.231175,47.531027],[4.215601,47.538306],[4.208232,47.536102],[4.203902,47.530532]]]}",21047,21,Bard-lès-Époisses (21),19/11,0,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.731021,47.323744],[4.725214,47.321287],[4.718691,47.314869],[4.718881,47.311087],[4.725576,47.304254],[4.739888,47.305322],[4.750732,47.299849],[4.758615,47.306074],[4.765236,47.304209],[4.767973,47.309545],[4.762272,47.320678],[4.755496,47.319084],[4.742745,47.320044],[4.731021,47.323744]]]}",21406,21,Mesmont (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.471988,47.824158],[4.48878,47.831694],[4.490475,47.838597],[4.502991,47.84959],[4.507481,47.858533],[4.516168,47.860676],[4.520325,47.868223],[4.508032,47.880088],[4.504258,47.881633],[4.490953,47.876989],[4.479685,47.870839],[4.469045,47.868736],[4.467602,47.858787],[4.475499,47.851884],[4.465293,47.843275],[4.470414,47.832832],[4.471988,47.824158]]]}",21125,21,Cérilly (21),19/11,0,0 à 10,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.690209,47.423991],[4.690476,47.421325],[4.704088,47.42218],[4.715659,47.420994],[4.72912,47.416542],[4.73966,47.421041],[4.735782,47.428724],[4.717161,47.44233],[4.719454,47.44904],[4.710493,47.444753],[4.704321,47.439742],[4.684603,47.431358],[4.685397,47.427094],[4.690209,47.423991]]]}",21705,21,Villotte-Saint-Seine (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.235802,47.03608],[5.236439,47.031004],[5.232722,47.027007],[5.221036,47.026719],[5.219433,47.023034],[5.229015,47.022919],[5.250516,47.01102],[5.256955,47.005998],[5.257922,47.001832],[5.261767,47.00757],[5.26786,47.012107],[5.268769,47.020503],[5.275423,47.026927],[5.256212,47.033356],[5.235802,47.03608]]]}",21424,21,Montagny-lès-Seurre (21),19/11,0,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.941262,47.043809],[4.921446,47.040799],[4.895431,47.040911],[4.905818,47.027377],[4.896371,47.021275],[4.905023,47.017733],[4.901459,47.009962],[4.896589,47.010231],[4.894689,47.003399],[4.907829,46.999518],[4.917566,46.998404],[4.936093,46.999855],[4.932652,47.003601],[4.941859,47.012629],[4.940582,47.018281],[4.955881,47.027981],[4.950511,47.031344],[4.947565,47.039227],[4.941262,47.043809]]]}",21534,21,Ruffey-lès-Beaune (21),19/11,0,150 à 250,5 à 10,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.78407,47.298869],[4.789227,47.302008],[4.79205,47.306484],[4.78248,47.309743],[4.776753,47.314158],[4.773873,47.323855],[4.767874,47.325174],[4.762272,47.320678],[4.767973,47.309545],[4.765236,47.304209],[4.775101,47.300134],[4.78407,47.298869]]]}",21504,21,Prâlon (21),19/11,0,0 à 10,10 à 15,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.439442,47.353919],[4.449632,47.353779],[4.45517,47.360949],[4.44566,47.36578],[4.442621,47.372399],[4.435721,47.375493],[4.422039,47.372656],[4.415598,47.364123],[4.41758,47.356884],[4.425669,47.353949],[4.439442,47.353919]]]}",21463,21,Normier (21),19/11,0,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.07039,47.181738],[5.064966,47.190422],[5.058007,47.191747],[5.051972,47.192848],[5.046635,47.186175],[5.051168,47.177128],[5.048749,47.171495],[5.063232,47.167255],[5.063496,47.174661],[5.07039,47.181738]]]}",21596,21,Savouges (21),19/11,0,250 à 500,15 à 20,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.535087,47.152542],[4.536464,47.145416],[4.534839,47.136692],[4.530439,47.134906],[4.517437,47.133669],[4.518547,47.126337],[4.523039,47.120829],[4.524278,47.114484],[4.53527,47.104983],[4.534765,47.098003],[4.535028,47.097663],[4.539832,47.098279],[4.54531,47.104195],[4.543938,47.108505],[4.537221,47.111865],[4.559061,47.118702],[4.568197,47.115175],[4.567161,47.111617],[4.580399,47.111372],[4.590622,47.113131],[4.586795,47.119983],[4.5839,47.132283],[4.57973,47.138347],[4.549935,47.140448],[4.541564,47.139156],[4.543082,47.145699],[4.538825,47.153211],[4.535087,47.152542]]]}",21274,21,Foissy (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.650099,47.775271],[4.641406,47.775736],[4.636601,47.767714],[4.646144,47.764028],[4.646833,47.756802],[4.652691,47.751267],[4.650474,47.743035],[4.660346,47.737406],[4.673219,47.741124],[4.678981,47.744688],[4.681882,47.75263],[4.694223,47.759418],[4.679521,47.76308],[4.678004,47.758593],[4.667673,47.760576],[4.658268,47.766404],[4.650099,47.775271]]]}",21549,21,Saint-Germain-le-Rocheux (21),19/11,0,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.301919,47.060972],[5.299177,47.062298],[5.274206,47.066568],[5.265873,47.057652],[5.25462,47.057358],[5.243794,47.055547],[5.2373,47.05865],[5.23018,47.049531],[5.230885,47.044451],[5.235625,47.042783],[5.235802,47.03608],[5.256212,47.033356],[5.275423,47.026927],[5.277771,47.036043],[5.282701,47.040063],[5.284189,47.048222],[5.296273,47.054052],[5.298992,47.058654],[5.301919,47.060972]]]}",21285,21,Franxault (21),19/11,0,0 à 10,0 à 1,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[5.173186,47.09531],[5.18169,47.100534],[5.183451,47.105769],[5.198055,47.115901],[5.194022,47.123247],[5.184102,47.121842],[5.170374,47.118176],[5.151865,47.118141],[5.152029,47.124226],[5.131302,47.121141],[5.131736,47.117467],[5.14459,47.117883],[5.15985,47.109437],[5.156691,47.10105],[5.159885,47.098281],[5.173186,47.09531]]]}",21366,21,Magny-lès-Aubigny (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.166229,47.533732],[4.178669,47.538947],[4.192012,47.529256],[4.203902,47.530532],[4.208232,47.536102],[4.215601,47.538306],[4.231175,47.531027],[4.241421,47.530071],[4.25029,47.538144],[4.26046,47.544001],[4.242512,47.555167],[4.22306,47.551951],[4.216728,47.552346],[4.205735,47.559509],[4.210576,47.569925],[4.204858,47.572551],[4.187157,47.570478],[4.174528,47.552385],[4.164574,47.553606],[4.156533,47.551618],[4.153912,47.544237],[4.14592,47.540448],[4.1506,47.532699],[4.160154,47.534806],[4.166229,47.533732]]]}",21199,21,Corsaint (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.923424,47.215079],[4.903762,47.211593],[4.900636,47.215654],[4.890194,47.207626],[4.893139,47.199588],[4.898429,47.194097],[4.905409,47.191977],[4.921166,47.189926],[4.921633,47.199191],[4.925357,47.200453],[4.931954,47.208894],[4.923424,47.215079]]]}",21217,21,Curley (21),19/11,0,20 à 50,1 à 5,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.793389,47.146329],[4.800343,47.146557],[4.804113,47.149351],[4.811117,47.157651],[4.802629,47.163989],[4.808007,47.170986],[4.810709,47.177618],[4.813556,47.189374],[4.799855,47.19021],[4.783413,47.202657],[4.773646,47.194748],[4.763944,47.195552],[4.765726,47.172462],[4.763687,47.160871],[4.766743,47.157989],[4.777237,47.157415],[4.793339,47.151251],[4.793389,47.146329]]]}",21228,21,Détain-et-Bruant (21),19/11,0,20 à 50,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.765552,47.44604],[4.767291,47.427709],[4.780481,47.436081],[4.795488,47.437228],[4.805858,47.444461],[4.785566,47.45181],[4.778843,47.44691],[4.765552,47.44604]]]}",21573,21,Saint-Seine-l'Abbaye (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.041802,47.019262],[5.053113,47.013537],[5.067162,47.014233],[5.082116,47.019893],[5.090077,47.028149],[5.08589,47.02978],[5.076116,47.037812],[5.053506,47.038927],[5.046476,47.04288],[5.044588,47.038198],[5.035341,47.035257],[5.022831,47.032177],[5.036634,47.028052],[5.044078,47.022668],[5.041802,47.019262]]]}",21436,21,Montmain (21),19/11,0,0 à 10,0 à 1,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[4.765552,47.44604],[4.752465,47.455869],[4.746564,47.472872],[4.743388,47.479965],[4.733994,47.477285],[4.722567,47.477979],[4.72289,47.473624],[4.714678,47.464158],[4.719454,47.44904],[4.717161,47.44233],[4.735782,47.428724],[4.73966,47.421041],[4.749101,47.415712],[4.767291,47.427709],[4.765552,47.44604]]]}",21085,21,Bligny-le-Sec (21),19/11,0,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.340301,47.799563],[4.327268,47.785722],[4.334257,47.779154],[4.335462,47.77396],[4.342814,47.767304],[4.346648,47.766636],[4.357717,47.766925],[4.374589,47.773021],[4.388249,47.774708],[4.390733,47.78273],[4.388346,47.7888],[4.3833,47.798129],[4.376616,47.80139],[4.363715,47.799981],[4.351982,47.802582],[4.340301,47.799563]]]}",21279,21,Fontaines-les-Sèches (21),19/11,0,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.980299,47.540595],[4.966166,47.525562],[4.957931,47.521504],[4.948762,47.511715],[4.967739,47.506385],[4.976396,47.505111],[4.984849,47.501459],[4.987793,47.50588],[5.007188,47.513843],[5.000137,47.520842],[4.997346,47.52663],[4.985288,47.538375],[4.980299,47.540595]]]}",21620,21,Tarsul (21),19/11,0,0 à 10,0 à 1,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[5.101772,47.023758],[5.090077,47.028149],[5.082116,47.019893],[5.067162,47.014233],[5.053113,47.013537],[5.051032,47.007137],[5.039585,47.003737],[5.033613,47.000364],[5.040512,46.98998],[5.046001,46.987049],[5.049306,46.981583],[5.057075,46.975278],[5.065013,46.97718],[5.073748,46.974992],[5.082265,46.975367],[5.083882,46.980121],[5.092423,46.9832],[5.099854,46.982204],[5.108113,46.973492],[5.1101,46.969107],[5.118403,46.967279],[5.121677,46.972854],[5.128091,46.973733],[5.13022,46.980411],[5.136826,46.982621],[5.141557,46.986213],[5.14104,46.990005],[5.139593,46.995717],[5.131834,46.999742],[5.12171,46.997759],[5.11454,46.999491],[5.113918,47.008552],[5.108042,47.018121],[5.101772,47.023758]]]}",21332,21,Labergement-lès-Seurre (21),19/11,0,500 à 1000,25 à 30,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.236938,47.616773],[5.233921,47.623689],[5.225399,47.631011],[5.221272,47.632238],[5.211409,47.641888],[5.19654,47.645224],[5.188582,47.64956],[5.182028,47.635965],[5.179063,47.620625],[5.183045,47.61387],[5.200053,47.613775],[5.209417,47.607841],[5.219718,47.605395],[5.223854,47.610745],[5.236938,47.616773]]]}",21096,21,Boussenois (21),19/11,0,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.090012,47.074283],[5.071482,47.073887],[5.072183,47.066953],[5.06144,47.063805],[5.050271,47.053604],[5.034788,47.051777],[5.038766,47.044979],[5.046476,47.04288],[5.053506,47.038927],[5.076116,47.037812],[5.08589,47.02978],[5.090077,47.028149],[5.101772,47.023758],[5.10515,47.026953],[5.094123,47.034219],[5.093003,47.046393],[5.087347,47.060747],[5.090106,47.067088],[5.090012,47.074283]]]}",21042,21,Bagnot (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.905966,47.91647],[4.902909,47.921036],[4.894337,47.923026],[4.87748,47.920531],[4.870843,47.915302],[4.860112,47.902915],[4.860336,47.897085],[4.856788,47.895632],[4.866135,47.889305],[4.87858,47.877927],[4.880672,47.885572],[4.898704,47.890417],[4.908105,47.886554],[4.919424,47.894413],[4.915429,47.897816],[4.914002,47.905586],[4.907555,47.911981],[4.905966,47.91647]]]}",21350,21,Lignerolles (21),19/11,0,0 à 10,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[4.638234,47.202625],[4.635401,47.210524],[4.628207,47.223083],[4.636152,47.226087],[4.648061,47.235962],[4.639413,47.239938],[4.630523,47.248249],[4.622243,47.237264],[4.610097,47.242746],[4.606349,47.236164],[4.597936,47.228053],[4.597593,47.216562],[4.599333,47.21493],[4.609806,47.207511],[4.608977,47.203891],[4.616888,47.20054],[4.626653,47.203451],[4.638234,47.202625]]]}",21652,21,Vandenesse-en-Auxois (21),19/11,0,500 à 1000,20 à 25,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.351993,47.166465],[4.36468,47.161852],[4.373246,47.160212],[4.375101,47.153138],[4.387237,47.161659],[4.391211,47.167257],[4.391965,47.174848],[4.388109,47.177536],[4.386812,47.183308],[4.377663,47.18743],[4.367055,47.188947],[4.36527,47.192775],[4.357521,47.189688],[4.353777,47.185805],[4.345149,47.184034],[4.334204,47.177531],[4.348947,47.169505],[4.351993,47.166465]]]}",21229,21,Diancey (21),19/11,0,50 à 150,20 à 25,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.566555,47.921323],[4.592417,47.92258],[4.601879,47.919286],[4.60835,47.919054],[4.610963,47.923797],[4.613202,47.935761],[4.606648,47.938739],[4.599147,47.946832],[4.586953,47.951801],[4.578345,47.957206],[4.577533,47.952297],[4.585278,47.94573],[4.586213,47.939805],[4.580257,47.931882],[4.569548,47.92724],[4.566555,47.921323]]]}",21161,21,Chaumont-le-Bois (21),19/11,0,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.212508,47.267315],[5.215862,47.268853],[5.208431,47.284625],[5.209414,47.288828],[5.204312,47.296727],[5.19559,47.294285],[5.192713,47.297775],[5.178546,47.297281],[5.180404,47.29096],[5.17946,47.280257],[5.189425,47.273637],[5.189483,47.266407],[5.193443,47.259437],[5.203004,47.266472],[5.212508,47.267315]]]}",21320,21,Izier (21),19/11,0,50 à 150,10 à 15,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.451,47.761261],[4.438981,47.754464],[4.441856,47.745748],[4.43519,47.742005],[4.433062,47.732546],[4.434891,47.724658],[4.439539,47.724625],[4.454725,47.717749],[4.464935,47.698807],[4.467489,47.696811],[4.481194,47.698073],[4.488748,47.704966],[4.505234,47.708406],[4.505503,47.71233],[4.503825,47.718076],[4.49765,47.722281],[4.492687,47.733116],[4.487304,47.740718],[4.47532,47.744159],[4.460642,47.750869],[4.451,47.761261]]]}",21511,21,Puits (21),19/11,0,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.282185,47.244156],[5.266901,47.248197],[5.258324,47.248547],[5.24407,47.244086],[5.245759,47.235209],[5.243066,47.229733],[5.246105,47.225305],[5.255696,47.22648],[5.272439,47.232862],[5.282262,47.238505],[5.282185,47.244156]]]}",21057,21,Beire-le-Fort (21),19/11,0,500 à 1000,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.576193,47.723219],[4.566104,47.724752],[4.567181,47.73608],[4.574766,47.741738],[4.567612,47.745257],[4.556075,47.748086],[4.534152,47.748919],[4.532454,47.737659],[4.536266,47.730757],[4.535461,47.721568],[4.53714,47.718362],[4.549009,47.715576],[4.564669,47.720823],[4.577453,47.722672],[4.576193,47.723219]]]}",21165,21,Chemin-d'Aisey (21),19/11,0,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.173798,47.142193],[5.171915,47.146429],[5.176091,47.153587],[5.163719,47.161397],[5.15618,47.163104],[5.155597,47.16106],[5.137966,47.157103],[5.118018,47.14352],[5.118096,47.138333],[5.122785,47.140289],[5.129611,47.132371],[5.131428,47.126862],[5.136593,47.126124],[5.144381,47.131613],[5.153138,47.132617],[5.162005,47.139074],[5.173798,47.142193]]]}",21067,21,Bessey-lès-Cîteaux (21),19/11,0,250 à 500,25 à 30,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.912507,47.294278],[4.904614,47.277697],[4.897126,47.275954],[4.896527,47.275429],[4.90005,47.262878],[4.908817,47.267696],[4.920931,47.265452],[4.931977,47.267676],[4.936276,47.271082],[4.938129,47.278098],[4.935342,47.286549],[4.918701,47.290856],[4.912507,47.294278]]]}",21270,21,Flavignerot (21),19/11,0,0 à 10,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[5.173187,47.203286],[5.186714,47.205789],[5.193133,47.210933],[5.192945,47.216934],[5.177695,47.230281],[5.161913,47.222479],[5.164844,47.215574],[5.172717,47.209174],[5.168789,47.207081],[5.173187,47.203286]]]}",21388,21,Marliens (21),19/11,0,150 à 250,15 à 20,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.5941,47.791152],[4.595297,47.795461],[4.583925,47.797547],[4.565419,47.798468],[4.553623,47.801238],[4.533967,47.79756],[4.525408,47.793987],[4.501159,47.786712],[4.509768,47.776587],[4.510221,47.773282],[4.524374,47.757075],[4.534192,47.757923],[4.538287,47.761741],[4.537269,47.766544],[4.551005,47.775933],[4.553316,47.782122],[4.560925,47.784121],[4.572915,47.78085],[4.579042,47.789689],[4.590081,47.7894],[4.5941,47.791152]]]}",21134,21,Chamesson (21),19/11,0,0 à 10,0 à 1,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[5.267214,47.270495],[5.256169,47.27037],[5.248088,47.272453],[5.247641,47.277726],[5.242631,47.277604],[5.242032,47.267227],[5.2266,47.258644],[5.232006,47.253382],[5.227319,47.251571],[5.23403,47.242793],[5.245759,47.235209],[5.24407,47.244086],[5.258324,47.248547],[5.266237,47.253214],[5.267214,47.270495]]]}",21330,21,Labergement-Foigney (21),19/11,0,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.328833,47.280219],[5.31917,47.280418],[5.304281,47.283157],[5.295439,47.283124],[5.277609,47.290671],[5.26851,47.295905],[5.26366,47.29317],[5.255346,47.293718],[5.251838,47.284877],[5.251349,47.277979],[5.247641,47.277726],[5.248088,47.272453],[5.256169,47.27037],[5.267214,47.270495],[5.285005,47.281312],[5.294572,47.280613],[5.301386,47.28278],[5.311955,47.280947],[5.326509,47.276348],[5.328833,47.280219]]]}",21130,21,Chambeire (21),19/11,0,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.318963,47.206398],[5.315539,47.212797],[5.316623,47.217582],[5.309277,47.220394],[5.288545,47.216769],[5.276896,47.209424],[5.284849,47.201679],[5.293679,47.201441],[5.318521,47.206188],[5.318963,47.206398]]]}",21609,21,Soirans (21),19/11,0,10 à 20,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.641377,47.840403],[4.670102,47.822184],[4.681769,47.831491],[4.687678,47.834032],[4.698481,47.846866],[4.715425,47.854667],[4.732461,47.865724],[4.726439,47.87078],[4.726301,47.870967],[4.694165,47.850426],[4.687606,47.856739],[4.673676,47.854947],[4.660339,47.850604],[4.655929,47.852598],[4.63314,47.852284],[4.633353,47.846559],[4.641377,47.840403]]]}",21372,21,Maisey-le-Duc (21),19/11,0,0 à 10,0 à 1,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.201195,47.218532],[5.211414,47.212245],[5.213962,47.204914],[5.227987,47.189481],[5.233791,47.192571],[5.243907,47.192038],[5.243874,47.194733],[5.241658,47.195684],[5.23,47.208897],[5.227406,47.213743],[5.222491,47.220734],[5.213401,47.221312],[5.201195,47.218532]]]}",21622,21,Tart-le-Bas (21),19/11,0,0 à 10,1 à 5,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[4.938688,47.278352],[4.9605,47.295016],[4.970544,47.297365],[4.978586,47.303915],[4.971238,47.307968],[4.967418,47.316249],[4.961568,47.318355],[4.947251,47.320278],[4.941119,47.326826],[4.935001,47.325984],[4.926861,47.315919],[4.920772,47.31134],[4.914891,47.31307],[4.912373,47.308972],[4.915467,47.301288],[4.912507,47.294278],[4.918701,47.290856],[4.935342,47.286549],[4.938129,47.278098],[4.938688,47.278352]]]}",21192,21,Corcelles-les-Monts (21),19/11,0,250 à 500,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.5941,47.791152],[4.590081,47.7894],[4.579042,47.789689],[4.572915,47.78085],[4.560925,47.784121],[4.553316,47.782122],[4.551005,47.775933],[4.537269,47.766544],[4.538287,47.761741],[4.548681,47.7603],[4.552812,47.757352],[4.561424,47.76141],[4.580926,47.757429],[4.596628,47.757492],[4.609593,47.761395],[4.618265,47.749099],[4.620838,47.743387],[4.625713,47.746804],[4.63128,47.755995],[4.636281,47.758364],[4.636601,47.767714],[4.641406,47.775736],[4.650099,47.775271],[4.646138,47.777097],[4.640119,47.787326],[4.634143,47.794733],[4.631589,47.79327],[4.611641,47.793975],[4.5941,47.791152]]]}",21455,21,Nod-sur-Seine (21),19/11,0,0 à 10,0 à 1,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[5.201195,47.218532],[5.213401,47.221312],[5.222491,47.220734],[5.216781,47.229328],[5.209251,47.235549],[5.201342,47.246343],[5.19723,47.248768],[5.189215,47.250495],[5.180471,47.249064],[5.168096,47.250708],[5.162423,47.24364],[5.177695,47.230281],[5.192945,47.216934],[5.201195,47.218532]]]}",21656,21,Varanges (21),19/11,0,50 à 150,20 à 25,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[5.09984,47.170066],[5.096841,47.154643],[5.094574,47.144807],[5.099003,47.144254],[5.105238,47.135875],[5.119216,47.135327],[5.118096,47.138333],[5.118018,47.14352],[5.137966,47.157103],[5.155597,47.16106],[5.15618,47.163104],[5.14683,47.16412],[5.14961,47.171344],[5.138691,47.18259],[5.132614,47.189527],[5.12551,47.193719],[5.116,47.195168],[5.101493,47.193985],[5.100228,47.19189],[5.107512,47.189632],[5.112121,47.1831],[5.103784,47.176157],[5.09984,47.170066]]]}",21319,21,Izeure (21),19/11,0,50 à 150,10 à 15,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[5.212508,47.267315],[5.218424,47.259122],[5.2266,47.258644],[5.242032,47.267227],[5.242631,47.277604],[5.247641,47.277726],[5.251349,47.277979],[5.251838,47.284877],[5.255346,47.293718],[5.244127,47.295238],[5.23471,47.30388],[5.213905,47.297743],[5.205783,47.297688],[5.204312,47.296727],[5.209414,47.288828],[5.208431,47.284625],[5.215862,47.268853],[5.212508,47.267315]]]}",21126,21,Cessey-sur-Tille (21),19/11,0,250 à 500,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.080581,47.235138],[5.085772,47.231774],[5.108579,47.221337],[5.120925,47.226661],[5.120389,47.229454],[5.117381,47.235488],[5.1219,47.239325],[5.102828,47.253531],[5.101753,47.252298],[5.096752,47.246052],[5.080581,47.235138]]]}",21106,21,Bretenière (21),19/11,0,250 à 500,25 à 30,1000 à 1500
