geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[5.675698,46.971542],[5.680317,46.97501],[5.690523,46.972972],[5.674129,46.987641],[5.678062,46.991327],[5.683566,47.005951],[5.687857,47.008196],[5.672994,47.011933],[5.65644,47.007478],[5.64921,47.011229],[5.642852,47.011185],[5.639026,47.007386],[5.64083,47.001886],[5.646812,46.999093],[5.648395,46.991575],[5.643092,46.99043],[5.649004,46.981086],[5.650414,46.972078],[5.660578,46.964603],[5.668864,46.970007],[5.675698,46.971542]]]}",39399,39,Ounans (39),31/10,65,250 à 500,10 à 15,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[5.798814,46.546879],[5.804805,46.544748],[5.815856,46.554865],[5.813527,46.559706],[5.797679,46.575044],[5.793874,46.577049],[5.784584,46.575752],[5.788091,46.569781],[5.791116,46.567912],[5.802704,46.553111],[5.798814,46.546879]]]}",39239,39,La Frasnée (39),31/10,65,250 à 500,20 à 25,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.206886,46.870717],[5.209478,46.881302],[5.207714,46.886627],[5.211463,46.893412],[5.220247,46.896471],[5.224473,46.892546],[5.230462,46.896056],[5.225644,46.898396],[5.228798,46.903489],[5.222314,46.905388],[5.231355,46.917154],[5.222968,46.919382],[5.212948,46.910351],[5.204391,46.911711],[5.200025,46.918977],[5.187231,46.927201],[5.184139,46.932094],[5.168359,46.925553],[5.165404,46.921634],[5.172853,46.916694],[5.18622,46.913097],[5.185666,46.90757],[5.180703,46.90026],[5.180315,46.895205],[5.184338,46.88962],[5.175373,46.8855],[5.168476,46.876083],[5.182602,46.875689],[5.196551,46.873833],[5.206886,46.870717]]]}",71101,71,Charette-Varennes (71),31/10,65,250 à 500,30 et plus,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[5.744787,47.502046],[5.747062,47.500785],[5.756063,47.508688],[5.737854,47.51489],[5.729754,47.521925],[5.740048,47.52675],[5.741335,47.531516],[5.739447,47.537798],[5.73507,47.540123],[5.723353,47.542233],[5.717106,47.539796],[5.71218,47.543175],[5.708314,47.536666],[5.709928,47.521772],[5.721964,47.512632],[5.729585,47.51068],[5.744787,47.502046]]]}",70342,70,Mercey-sur-Saône (70),31/10,65,250 à 500,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.431786,46.861346],[5.435226,46.866542],[5.450546,46.881123],[5.44882,46.887828],[5.449817,46.895488],[5.449151,46.897944],[5.433493,46.89693],[5.418767,46.89798],[5.407546,46.888111],[5.403911,46.889507],[5.399642,46.881399],[5.404873,46.875001],[5.403073,46.870823],[5.408897,46.864404],[5.420736,46.859983],[5.425137,46.859975],[5.43148,46.860819],[5.431786,46.861346]]]}",39472,39,Rye (39),31/10,65,50 à 150,10 à 15,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[5.893537,47.443526],[5.904163,47.445629],[5.916046,47.445093],[5.924458,47.450361],[5.934041,47.459498],[5.928342,47.464647],[5.92415,47.461571],[5.907605,47.464282],[5.895279,47.468323],[5.886698,47.473883],[5.878713,47.484253],[5.877767,47.493391],[5.873383,47.492872],[5.865906,47.497146],[5.866117,47.490419],[5.858667,47.48925],[5.863137,47.482541],[5.86921,47.479971],[5.869839,47.474459],[5.866503,47.469203],[5.874574,47.460764],[5.874478,47.456348],[5.893537,47.443526]]]}",70253,70,Frasne-le-Château (70),31/10,65,250 à 500,15 à 20,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.443464,46.826337],[4.449675,46.825953],[4.4547,46.835098],[4.457734,46.84684],[4.453701,46.850484],[4.440379,46.855362],[4.436236,46.861282],[4.430283,46.86095],[4.423721,46.85441],[4.421804,46.849876],[4.4117,46.852299],[4.407108,46.847492],[4.394344,46.843377],[4.390359,46.838469],[4.387478,46.83025],[4.389695,46.826291],[4.398146,46.825416],[4.4139,46.823371],[4.42204,46.820499],[4.431887,46.825139],[4.443464,46.826337]]]}",71479,71,Saint-Sernin-du-Bois (71),31/10,65,250 à 500,15 à 20,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.769291,46.693168],[5.764127,46.694543],[5.762914,46.690886],[5.755494,46.686763],[5.747972,46.688474],[5.728865,46.686269],[5.725021,46.678945],[5.709037,46.671731],[5.704271,46.669433],[5.695828,46.660663],[5.691204,46.65111],[5.707192,46.642781],[5.717743,46.639475],[5.719029,46.63661],[5.724643,46.637081],[5.727299,46.639342],[5.730249,46.643485],[5.73747,46.646962],[5.749171,46.64934],[5.755661,46.655873],[5.74867,46.658738],[5.740958,46.675076],[5.743127,46.677899],[5.753335,46.679586],[5.758658,46.684904],[5.768989,46.685419],[5.769291,46.693168]]]}",39122,39,Châtillon (39),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.689161,47.570802],[6.673203,47.573074],[6.662137,47.572836],[6.660333,47.579693],[6.655536,47.577295],[6.653709,47.571359],[6.661568,47.566611],[6.670281,47.558024],[6.677245,47.555481],[6.682711,47.557993],[6.6852,47.563473],[6.689161,47.570802]]]}",25608,25,Le Vernoy (25),31/10,65,500 à 1000,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.553956,46.412934],[5.555888,46.415827],[5.574295,46.416877],[5.58302,46.416319],[5.587136,46.413469],[5.606176,46.414504],[5.612979,46.412476],[5.621517,46.415721],[5.629892,46.40816],[5.634883,46.416368],[5.639085,46.426628],[5.62581,46.432744],[5.625049,46.438654],[5.613929,46.4455],[5.592097,46.45144],[5.594093,46.454808],[5.582392,46.457314],[5.573857,46.456301],[5.565073,46.447523],[5.546377,46.447108],[5.541438,46.436897],[5.533541,46.433524],[5.539872,46.422915],[5.539764,46.417349],[5.553956,46.412934]]]}",39290,39,Valzin en Petite Montagne (39),31/10,65,1000 et plus,20 à 25,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.115127,47.203197],[5.112536,47.206945],[5.115325,47.212119],[5.108579,47.221337],[5.085772,47.231774],[5.073687,47.220184],[5.068436,47.217118],[5.075226,47.211186],[5.074841,47.201088],[5.086095,47.199135],[5.092011,47.194303],[5.100228,47.19189],[5.101493,47.193985],[5.116,47.195168],[5.115127,47.203197]]]}",21585,21,Saulon-la-Chapelle (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.504013,47.153439],[5.520106,47.150575],[5.523765,47.159434],[5.520099,47.164323],[5.527703,47.173998],[5.516327,47.176944],[5.51277,47.171505],[5.516842,47.16347],[5.508653,47.1597],[5.504013,47.153439]]]}",39262,39,Gredisans (39),31/10,65,50 à 150,10 à 15,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[5.801828,47.249648],[5.805225,47.247924],[5.818096,47.256547],[5.833864,47.256196],[5.838235,47.25929],[5.831747,47.259997],[5.819473,47.266427],[5.814497,47.267051],[5.808031,47.26859],[5.801537,47.264809],[5.796667,47.259079],[5.797287,47.25286],[5.801828,47.249648]]]}",25257,25,Franey (25),31/10,65,50 à 150,10 à 15,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.464773,47.327238],[6.465774,47.32905],[6.459577,47.331277],[6.445604,47.330355],[6.44167,47.32794],[6.430666,47.326336],[6.420919,47.326432],[6.413448,47.322171],[6.402307,47.323735],[6.418972,47.317337],[6.431421,47.320696],[6.437345,47.315966],[6.438123,47.310579],[6.446985,47.313866],[6.454614,47.322579],[6.461838,47.323942],[6.464773,47.327238]]]}",25183,25,Cusance (25),31/10,65,50 à 150,5 à 10,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.590531,47.20316],[5.571795,47.208932],[5.572339,47.218914],[5.561578,47.218136],[5.553032,47.222323],[5.541832,47.216208],[5.536534,47.208043],[5.540406,47.205769],[5.554321,47.188374],[5.554557,47.180294],[5.56792,47.19009],[5.584234,47.19936],[5.590531,47.20316]]]}",39392,39,Offlanges (39),31/10,65,50 à 150,10 à 15,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[5.59858,47.522653],[5.609426,47.503968],[5.610906,47.498334],[5.612507,47.496392],[5.627849,47.489117],[5.639837,47.490258],[5.662902,47.481665],[5.669174,47.480159],[5.667408,47.489269],[5.653452,47.496806],[5.655563,47.505254],[5.63606,47.513105],[5.631512,47.516369],[5.622227,47.526802],[5.617807,47.529055],[5.608976,47.525286],[5.602326,47.528359],[5.59858,47.522653]]]}",70371,70,Montureux-et-Prantigny (70),31/10,65,500 à 1000,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.781535,46.746544],[5.789519,46.744693],[5.801196,46.73991],[5.81395,46.744606],[5.817778,46.739641],[5.825935,46.737302],[5.834681,46.740565],[5.839188,46.748158],[5.843766,46.748947],[5.83677,46.759468],[5.829015,46.767851],[5.811246,46.776948],[5.801113,46.769351],[5.788241,46.757442],[5.786399,46.753025],[5.781535,46.746544]]]}",39183,39,Crotenay (39),31/10,65,500 à 1000,20 à 25,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.401445,47.369837],[6.401196,47.369116],[6.407762,47.370483],[6.41852,47.376661],[6.434913,47.380942],[6.442492,47.384645],[6.447242,47.391931],[6.440576,47.39336],[6.440571,47.397593],[6.431517,47.404365],[6.426275,47.403514],[6.409879,47.409981],[6.397135,47.401887],[6.395029,47.396945],[6.394929,47.393124],[6.401388,47.37781],[6.406649,47.37318],[6.401445,47.369837]]]}",25629,25,Voillans (25),31/10,65,150 à 250,5 à 10,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.893537,47.443526],[5.874478,47.456348],[5.858521,47.458891],[5.848066,47.462765],[5.843995,47.456596],[5.854261,47.45225],[5.863252,47.443031],[5.863261,47.440664],[5.866897,47.435308],[5.879092,47.43128],[5.89074,47.424374],[5.893048,47.417293],[5.894118,47.422214],[5.899893,47.429591],[5.897881,47.435289],[5.891633,47.439122],[5.893537,47.443526]]]}",70366,70,Villers-Chemin-et-Mont-lès-Étrelles (70),31/10,65,150 à 250,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[3.581675,47.880262],[3.571782,47.877794],[3.562258,47.883158],[3.556503,47.881546],[3.543572,47.903068],[3.536064,47.909673],[3.532189,47.909516],[3.526698,47.905483],[3.522684,47.894568],[3.536531,47.890658],[3.533669,47.880878],[3.537062,47.876669],[3.547728,47.879336],[3.548981,47.87025],[3.555318,47.864839],[3.557336,47.855619],[3.564005,47.852363],[3.57773,47.856549],[3.578855,47.864234],[3.582422,47.86741],[3.602854,47.870112],[3.610725,47.87013],[3.614966,47.872593],[3.599005,47.877104],[3.590943,47.879565],[3.581675,47.880262]]]}",89198,89,Gurgy (89),31/10,65,250 à 500,25 à 30,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.417444,47.299061],[6.417709,47.301664],[6.418564,47.304151],[6.438123,47.310579],[6.437345,47.315966],[6.431421,47.320696],[6.418972,47.317337],[6.408586,47.315828],[6.409955,47.308513],[6.405449,47.304123],[6.417444,47.299061]]]}",25401,25,Montivernage (25),31/10,65,150 à 250,15 à 20,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[3.014313,47.741334],[3.013137,47.736869],[3.002082,47.72574],[2.994131,47.720364],[2.990292,47.714051],[2.994863,47.707883],[3.001817,47.703235],[2.997628,47.700099],[2.986524,47.697895],[2.964425,47.685074],[2.962719,47.679152],[2.95784,47.675407],[2.945815,47.660512],[2.941035,47.657582],[2.94234,47.653397],[2.953941,47.645941],[2.959829,47.640932],[2.964497,47.633557],[2.971606,47.637447],[2.981126,47.639239],[2.9844,47.647634],[2.98456,47.6566],[2.995144,47.660194],[3.001491,47.667171],[3.008249,47.670541],[3.016602,47.681185],[3.021969,47.685087],[3.030702,47.686262],[3.042277,47.694555],[3.06289,47.69808],[3.067641,47.698881],[3.059045,47.710161],[3.061692,47.713547],[3.054078,47.715703],[3.041742,47.723111],[3.037924,47.729578],[3.031036,47.732903],[3.026601,47.738077],[3.014313,47.741334]]]}",89365,89,Saint-Privé (89),31/10,65,10 à 20,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[6.420163,47.237623],[6.414602,47.23147],[6.414605,47.222449],[6.417944,47.218582],[6.427964,47.215262],[6.435962,47.215086],[6.444385,47.210051],[6.448895,47.205345],[6.466448,47.20751],[6.46693,47.20945],[6.453565,47.216213],[6.453422,47.225635],[6.457832,47.22903],[6.444135,47.232112],[6.439484,47.238823],[6.430345,47.24019],[6.420163,47.237623]]]}",25623,25,Villers-Chief (25),31/10,65,500 à 1000,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[6.643291,47.228849],[6.629666,47.230914],[6.614374,47.228117],[6.6004,47.233326],[6.589242,47.224034],[6.584737,47.211683],[6.584738,47.206633],[6.589515,47.202901],[6.602411,47.199466],[6.607038,47.200185],[6.62313,47.202696],[6.631134,47.202664],[6.641808,47.206132],[6.650579,47.20776],[6.652003,47.210982],[6.652054,47.212935],[6.643291,47.228849]]]}",25095,25,Bretonvillers (25),31/10,65,150 à 250,5 à 10,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.429099,47.332787],[3.43842,47.343103],[3.443225,47.344069],[3.435489,47.347199],[3.427007,47.357829],[3.429383,47.372909],[3.426628,47.37956],[3.424737,47.383265],[3.413609,47.384258],[3.394516,47.386832],[3.375744,47.395911],[3.368116,47.396576],[3.359006,47.394696],[3.355404,47.389072],[3.353133,47.377376],[3.34473,47.371005],[3.335486,47.367078],[3.338449,47.362866],[3.362285,47.354446],[3.36349,47.346139],[3.360219,47.33613],[3.351131,47.332273],[3.348123,47.328444],[3.348154,47.316726],[3.358962,47.312],[3.37136,47.316651],[3.381435,47.315921],[3.386124,47.31773],[3.38676,47.330916],[3.391581,47.335724],[3.40511,47.339948],[3.411904,47.334223],[3.422538,47.329301],[3.429099,47.332787]]]}",58304,58,Varzy (58),31/10,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.143845,47.293246],[3.125744,47.293111],[3.121387,47.298043],[3.100406,47.300216],[3.085377,47.304008],[3.084545,47.298023],[3.076166,47.299213],[3.074938,47.294784],[3.080238,47.292957],[3.076453,47.285611],[3.082524,47.279213],[3.081251,47.274658],[3.084749,47.259681],[3.091698,47.259814],[3.110001,47.253301],[3.130895,47.24881],[3.13545,47.255065],[3.129386,47.266773],[3.131965,47.27438],[3.151046,47.277599],[3.143845,47.293246]]]}",58307,58,Vielmanay (58),31/10,65,150 à 250,30 et plus,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[5.520918,47.495074],[5.532898,47.489559],[5.537949,47.484824],[5.560298,47.489902],[5.55771,47.493317],[5.563327,47.505965],[5.554331,47.506779],[5.541682,47.518327],[5.532984,47.517973],[5.493261,47.529392],[5.486318,47.52661],[5.483908,47.524065],[5.487414,47.516703],[5.50723,47.503424],[5.511826,47.4993],[5.520918,47.495074]]]}",70043,70,Auvet-et-la-Chapelotte (70),31/10,65,500 à 1000,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.902953,46.727293],[5.903129,46.734236],[5.907956,46.736633],[5.905364,46.740703],[5.893839,46.74234],[5.892162,46.748637],[5.884962,46.747362],[5.870759,46.741821],[5.857315,46.738967],[5.855132,46.735644],[5.860061,46.734901],[5.869845,46.734161],[5.872732,46.72839],[5.883223,46.717352],[5.890076,46.716168],[5.900718,46.721026],[5.902953,46.727293]]]}",39389,39,Ney (39),31/10,65,1000 et plus,20 à 25,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.36991,47.370351],[6.362524,47.378192],[6.370911,47.385092],[6.368885,47.38669],[6.3367,47.39216],[6.325666,47.388402],[6.326067,47.386246],[6.332379,47.380759],[6.330175,47.368853],[6.340036,47.368095],[6.36991,47.370351]]]}",25354,25,Luxiol (25),31/10,65,150 à 250,10 à 15,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[6.525083,47.265444],[6.527156,47.267387],[6.526728,47.276696],[6.509133,47.274321],[6.50359,47.275169],[6.481656,47.269084],[6.455853,47.269733],[6.447666,47.271381],[6.444119,47.260237],[6.45082,47.255897],[6.467781,47.247097],[6.488868,47.250283],[6.503458,47.249635],[6.508822,47.242752],[6.519292,47.242447],[6.516185,47.257862],[6.525083,47.265444]]]}",25325,25,Landresse (25),31/10,65,500 à 1000,25 à 30,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[5.395446,47.049814],[5.374653,47.044247],[5.373543,47.037202],[5.368858,47.02552],[5.382903,47.02044],[5.38915,47.024086],[5.400032,47.020387],[5.403499,47.023984],[5.418501,47.024548],[5.421513,47.027752],[5.42852,47.028529],[5.436373,47.038747],[5.43103,47.042018],[5.433807,47.046805],[5.430643,47.049291],[5.424948,47.051379],[5.424395,47.056061],[5.412649,47.058774],[5.407069,47.053273],[5.395446,47.049814]]]}",39526,39,Tavaux (39),31/10,65,150 à 250,10 à 15,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.298664,48.26326],[3.310731,48.263938],[3.321781,48.273685],[3.318012,48.281342],[3.321148,48.292196],[3.319754,48.303274],[3.33149,48.311094],[3.32383,48.312565],[3.314225,48.312263],[3.309851,48.318314],[3.297995,48.325237],[3.292619,48.324012],[3.28894,48.317144],[3.290166,48.310688],[3.287829,48.305431],[3.285594,48.300821],[3.275773,48.295824],[3.268929,48.286893],[3.27004,48.279763],[3.271227,48.275422],[3.281343,48.273736],[3.282744,48.26988],[3.288688,48.270139],[3.297236,48.266239],[3.298664,48.26326]]]}",89080,89,La Chapelle-sur-Oreuse (89),31/10,65,150 à 250,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.505503,47.71233],[4.505234,47.708406],[4.488748,47.704966],[4.481194,47.698073],[4.470645,47.687441],[4.464248,47.685071],[4.47167,47.678212],[4.477933,47.669942],[4.478145,47.665259],[4.482629,47.661235],[4.493533,47.667025],[4.503204,47.665992],[4.51124,47.661946],[4.523,47.661276],[4.546317,47.661511],[4.551413,47.673516],[4.559795,47.671171],[4.565668,47.665595],[4.573651,47.662569],[4.57027,47.676844],[4.564144,47.678491],[4.560252,47.682486],[4.554772,47.700438],[4.549009,47.715576],[4.53714,47.718362],[4.535461,47.721568],[4.51638,47.717126],[4.505503,47.71233]]]}",21685,21,Villaines-en-Duesmois (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.090012,47.074283],[5.090273,47.075139],[5.078354,47.087776],[5.071784,47.087425],[5.056446,47.092746],[5.033956,47.095735],[5.031286,47.085893],[5.023591,47.083393],[5.013882,47.082485],[4.997103,47.083162],[4.991094,47.086091],[4.985043,47.093826],[4.974775,47.095328],[4.968297,47.093858],[4.965801,47.088616],[4.966378,47.079775],[4.975228,47.073576],[4.983705,47.069727],[4.995124,47.052765],[4.995715,47.044369],[5.000253,47.038505],[5.014543,47.035467],[5.025685,47.037044],[5.035341,47.035257],[5.044588,47.038198],[5.046476,47.04288],[5.038766,47.044979],[5.034788,47.051777],[5.050271,47.053604],[5.06144,47.063805],[5.072183,47.066953],[5.071482,47.073887],[5.090012,47.074283]]]}",21022,21,Argilly (21),31/10,65,1000 et plus,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.528919,47.120882],[5.511653,47.110051],[5.512538,47.102637],[5.516516,47.090865],[5.522107,47.085655],[5.529565,47.0838],[5.537926,47.084713],[5.535322,47.093771],[5.527167,47.100921],[5.527693,47.10618],[5.523073,47.109249],[5.53063,47.119293],[5.528919,47.120882]]]}",39078,39,Brevans (39),31/10,65,1000 et plus,30 et plus,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[5.842733,47.220361],[5.840274,47.225515],[5.845946,47.241466],[5.835351,47.241094],[5.821317,47.235147],[5.814453,47.23505],[5.81831,47.228208],[5.809573,47.221385],[5.81546,47.216137],[5.818123,47.208345],[5.825266,47.211419],[5.829206,47.216764],[5.842733,47.220361]]]}",25164,25,Corcondray (25),31/10,65,250 à 500,25 à 30,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[6.776006,47.395167],[6.776937,47.401355],[6.782343,47.405642],[6.791739,47.4046],[6.787693,47.417085],[6.791663,47.423659],[6.776263,47.42516],[6.756739,47.419708],[6.754319,47.414236],[6.755137,47.412349],[6.763546,47.407935],[6.767222,47.400106],[6.776006,47.395167]]]}",25082,25,Bourguignon (25),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.653953,48.013239],[3.649959,48.010492],[3.659857,47.994698],[3.653558,47.991776],[3.648232,47.985113],[3.64104,47.981156],[3.641334,47.974626],[3.653613,47.968034],[3.655679,47.978186],[3.667938,47.979179],[3.680597,47.98175],[3.694218,47.975996],[3.709663,47.98442],[3.716249,47.989819],[3.722171,47.98503],[3.737826,47.982881],[3.748303,47.987241],[3.755491,47.991869],[3.754064,48.003537],[3.76783,48.005325],[3.779813,48.008705],[3.790018,48.010121],[3.770998,48.012433],[3.765755,48.015745],[3.748901,48.020411],[3.723124,48.01055],[3.710185,48.008786],[3.694632,48.014293],[3.688914,48.012621],[3.676388,48.005402],[3.653953,48.013239]]]}",89345,89,Saint-Florentin (89),31/10,65,500 à 1000,25 à 30,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.507088,46.58846],[4.512446,46.59437],[4.521974,46.590392],[4.525472,46.599127],[4.519379,46.603817],[4.524801,46.60611],[4.527532,46.61587],[4.52108,46.619995],[4.522368,46.62549],[4.512473,46.629924],[4.494723,46.631917],[4.492007,46.633515],[4.486744,46.627768],[4.4909,46.622948],[4.486071,46.61977],[4.471247,46.614738],[4.469616,46.603587],[4.475575,46.599541],[4.489066,46.593476],[4.507088,46.58846]]]}",71286,71,Mary (71),31/10,65,150 à 250,15 à 20,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.918848,47.051279],[5.916305,47.04495],[5.913333,47.025534],[5.913131,47.020211],[5.9174,47.01449],[5.921786,47.014467],[5.924032,47.020592],[5.938877,47.036556],[5.936997,47.037961],[5.937582,47.049936],[5.927527,47.056313],[5.918848,47.051279]]]}",25044,25,Bartherans (25),31/10,65,500 à 1000,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[6.312588,47.298931],[6.322481,47.306909],[6.317146,47.310611],[6.312963,47.322998],[6.303864,47.32262],[6.284841,47.315857],[6.289207,47.306178],[6.291015,47.298416],[6.295501,47.294231],[6.312588,47.298931]]]}",25094,25,Bretigney-Notre-Dame (25),31/10,65,50 à 150,5 à 10,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[5.869508,47.112591],[5.875827,47.109745],[5.884823,47.11728],[5.892205,47.121235],[5.904148,47.137064],[5.9086,47.139383],[5.901267,47.143035],[5.890165,47.139375],[5.87997,47.128054],[5.875889,47.125153],[5.867396,47.125704],[5.872735,47.122942],[5.868159,47.117745],[5.869508,47.112591]]]}",25002,25,Abbans-Dessus (25),31/10,65,250 à 500,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.387461,47.481483],[5.401516,47.477618],[5.407981,47.477379],[5.420771,47.47723],[5.431002,47.489528],[5.436442,47.49045],[5.430702,47.496603],[5.404486,47.497481],[5.399302,47.499242],[5.391433,47.488618],[5.387461,47.481483]]]}",70032,70,Attricourt (70),31/10,65,500 à 1000,30 et plus,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.152343,48.224158],[3.148773,48.22104],[3.135916,48.219223],[3.121908,48.21361],[3.119095,48.209744],[3.128324,48.210101],[3.122577,48.20003],[3.128342,48.196968],[3.14251,48.203507],[3.142057,48.195831],[3.157202,48.197465],[3.159544,48.19594],[3.167512,48.197996],[3.173146,48.197057],[3.191111,48.189917],[3.185488,48.195125],[3.182199,48.207963],[3.178927,48.214043],[3.177821,48.223857],[3.152343,48.224158]]]}",89450,89,Villebougis (89),31/10,65,500 à 1000,30 et plus,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[4.98827,46.721885],[4.977425,46.714338],[4.977216,46.707203],[4.974273,46.703839],[4.964156,46.699507],[4.96297,46.695356],[4.954598,46.693009],[4.948518,46.695709],[4.942533,46.694695],[4.943987,46.687627],[4.948014,46.676083],[4.949585,46.664603],[4.954581,46.653884],[4.961167,46.654372],[4.964024,46.673385],[4.967714,46.683826],[4.987071,46.683976],[4.995729,46.688839],[5.003585,46.697606],[5.008624,46.691999],[5.014988,46.689631],[5.021251,46.695015],[5.029549,46.698077],[5.026023,46.700072],[5.036141,46.705267],[5.031417,46.712687],[5.023947,46.714522],[5.007337,46.712285],[5.001729,46.714226],[4.997469,46.722351],[4.98827,46.721885]]]}",71420,71,Saint-Germain-du-Plain (71),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.400896,47.107696],[5.410897,47.114807],[5.412261,47.120061],[5.409144,47.123949],[5.414285,47.132911],[5.405947,47.133389],[5.402968,47.137569],[5.400143,47.147096],[5.392656,47.154258],[5.385466,47.146362],[5.373385,47.146238],[5.370565,47.144678],[5.37147,47.137802],[5.386594,47.127923],[5.390049,47.122692],[5.394345,47.110918],[5.400896,47.107696]]]}",21268,21,Flagey-lès-Auxonne (21),31/10,65,150 à 250,5 à 10,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.736674,47.015359],[5.740696,47.006898],[5.73756,47.00165],[5.739332,46.997827],[5.753906,46.993047],[5.756701,46.985828],[5.754246,46.97678],[5.758513,46.970847],[5.769085,46.967857],[5.782316,46.972663],[5.777699,46.980174],[5.775356,46.990697],[5.771404,46.997776],[5.769069,47.009347],[5.764479,47.012628],[5.749515,47.017244],[5.736674,47.015359]]]}",39569,39,Villers-Farlay (39),31/10,65,250 à 500,30 et plus,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[3.460877,47.986947],[3.460042,47.990323],[3.44721,48.003775],[3.441534,48.017454],[3.451601,48.024139],[3.444996,48.022142],[3.431461,48.010039],[3.42496,47.998349],[3.428364,47.988419],[3.439015,47.981685],[3.460877,47.986947]]]}",89230,89,Looze (89),31/10,65,20 à 50,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.265304,46.979253],[4.2656,46.984955],[4.273987,46.986884],[4.262237,46.997739],[4.263873,47.005547],[4.259965,47.019516],[4.261327,47.022642],[4.261274,47.028183],[4.252504,47.040922],[4.240361,47.03631],[4.232982,47.031887],[4.217392,47.033501],[4.199371,47.030783],[4.203113,47.023542],[4.203134,47.017978],[4.206601,47.011045],[4.20329,46.998212],[4.207306,46.989913],[4.227516,46.983609],[4.227911,46.976133],[4.235937,46.976823],[4.244585,46.985227],[4.251188,46.982306],[4.265304,46.979253]]]}",71535,71,Tavernay (71),31/10,65,20 à 50,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.738016,47.965363],[3.734471,47.958749],[3.721047,47.957764],[3.725727,47.94299],[3.737618,47.93513],[3.729037,47.922605],[3.736919,47.912939],[3.73406,47.908786],[3.74427,47.903847],[3.737759,47.890902],[3.738157,47.887023],[3.72697,47.886112],[3.716792,47.889711],[3.716546,47.887094],[3.728002,47.880475],[3.741809,47.879297],[3.757062,47.881801],[3.766992,47.884411],[3.784955,47.88509],[3.798508,47.891169],[3.802231,47.893285],[3.774534,47.895896],[3.770859,47.902759],[3.769167,47.913292],[3.764523,47.926852],[3.769452,47.932499],[3.777593,47.952479],[3.767908,47.956715],[3.74244,47.962514],[3.738016,47.965363]]]}",89227,89,Ligny-le-Châtel (89),31/10,65,20 à 50,1 à 5,2000 à 2500
