dep,sexe,jour,Personnes hospitalisées,Personnes en réanimation,Personnes décédées (cumul),dep_ok
70,0,2020-09-16,2,0,77,70
71,0,2020-09-16,28,3,202,71
89,0,2020-09-16,8,1,95,89
90,0,2020-09-16,5,2,201,90
21,0,2020-09-17,12,3,253,21
25,0,2020-09-17,6,0,154,25
39,0,2020-09-17,4,0,60,39
58,0,2020-09-17,6,0,28,58
70,0,2020-09-17,2,0,77,70
71,0,2020-09-17,28,2,203,71
89,0,2020-09-17,9,1,95,89
90,0,2020-09-17,3,2,201,90
21,0,2020-09-18,11,3,253,21
25,0,2020-09-18,7,0,154,25
39,0,2020-09-18,4,0,60,39
58,0,2020-09-18,6,0,28,58
70,0,2020-09-18,2,0,77,70
71,0,2020-09-18,27,2,204,71
89,0,2020-09-18,9,1,95,89
90,0,2020-09-18,5,2,201,90
21,0,2020-09-19,11,3,253,21
25,0,2020-09-19,7,0,154,25
39,0,2020-09-19,3,1,60,39
58,0,2020-09-19,7,0,28,58
70,0,2020-09-19,2,0,77,70
71,0,2020-09-19,29,2,204,71
89,0,2020-09-19,9,1,95,89
90,0,2020-09-19,5,2,201,90
21,0,2020-09-20,11,3,253,21
25,0,2020-09-20,7,0,154,25
39,0,2020-09-20,3,1,60,39
58,0,2020-09-20,7,0,28,58
70,0,2020-09-20,2,0,77,70
71,0,2020-09-20,31,2,204,71
89,0,2020-09-20,9,1,95,89
90,0,2020-09-20,5,2,201,90
21,0,2020-09-21,13,3,253,21
25,0,2020-09-21,7,0,154,25
39,0,2020-09-21,3,1,60,39
58,0,2020-09-21,7,0,28,58
70,0,2020-09-21,2,0,77,70
71,0,2020-09-21,37,2,204,71
89,0,2020-09-21,11,1,95,89
90,0,2020-09-21,5,2,201,90
21,0,2020-09-22,13,3,253,21
25,0,2020-09-22,7,1,154,25
39,0,2020-09-22,3,1,60,39
58,0,2020-09-22,6,0,28,58
70,0,2020-09-22,2,0,77,70
71,0,2020-09-22,44,1,206,71
89,0,2020-09-22,14,3,95,89
90,0,2020-09-22,3,2,201,90
21,0,2020-09-23,20,4,253,21
25,0,2020-09-23,7,1,154,25
39,0,2020-09-23,5,1,60,39
58,0,2020-09-23,4,0,28,58
70,0,2020-09-23,2,0,77,70
71,0,2020-09-23,46,1,208,71
89,0,2020-09-23,14,3,95,89
90,0,2020-09-23,6,3,201,90
21,0,2020-09-24,20,4,253,21
25,0,2020-09-24,8,2,154,25
39,0,2020-09-24,8,1,60,39
58,0,2020-09-24,4,0,28,58
70,0,2020-09-24,2,0,77,70
71,0,2020-09-24,44,1,209,71
89,0,2020-09-24,13,3,95,89
90,0,2020-09-24,6,4,201,90
21,0,2020-09-25,22,4,254,21
25,0,2020-09-25,9,2,154,25
39,0,2020-09-25,9,1,60,39
58,0,2020-09-25,1,1,28,58
70,0,2020-09-25,2,0,77,70
71,0,2020-09-25,47,2,210,71
89,0,2020-09-25,14,3,95,89
90,0,2020-09-25,6,4,201,90
21,0,2020-09-26,27,5,254,21
25,0,2020-09-26,11,4,154,25
39,0,2020-09-26,7,0,60,39
58,0,2020-09-26,1,1,28,58
70,0,2020-09-26,2,0,77,70
71,0,2020-09-26,49,3,210,71
89,0,2020-09-26,14,2,95,89
90,0,2020-09-26,6,4,201,90
21,0,2020-09-27,27,5,254,21
25,0,2020-09-27,11,4,154,25
39,0,2020-09-27,7,0,60,39
58,0,2020-09-27,1,1,28,58
70,0,2020-09-27,2,0,77,70
71,0,2020-09-27,51,4,210,71
89,0,2020-09-27,14,2,95,89
90,0,2020-09-27,6,4,201,90
21,0,2020-09-28,26,5,254,21
25,0,2020-09-28,7,4,154,25
39,0,2020-09-28,8,0,60,39
58,0,2020-09-28,1,1,28,58
70,0,2020-09-28,0,0,77,70
71,0,2020-09-28,50,4,211,71
89,0,2020-09-28,14,3,95,89
90,0,2020-09-28,6,4,201,90
21,0,2020-09-29,28,7,254,21
25,0,2020-09-29,8,4,154,25
39,0,2020-09-29,7,0,60,39
58,0,2020-09-29,5,0,28,58
70,0,2020-09-29,1,0,77,70
71,0,2020-09-29,49,7,211,71
89,0,2020-09-29,14,3,95,89
90,0,2020-09-29,8,3,201,90
21,0,2020-09-30,31,11,257,21
25,0,2020-09-30,8,4,154,25
39,0,2020-09-30,6,0,60,39
58,0,2020-09-30,3,1,28,58
70,0,2020-09-30,1,0,77,70
71,0,2020-09-30,50,6,211,71
89,0,2020-09-30,14,4,95,89
90,0,2020-09-30,7,2,201,90
21,0,2020-10-01,30,11,257,21
25,0,2020-10-01,10,5,154,25
39,0,2020-10-01,4,0,60,39
58,0,2020-10-01,4,1,28,58
70,0,2020-10-01,1,0,77,70
71,0,2020-10-01,45,7,213,71
89,0,2020-10-01,15,4,95,89
90,0,2020-10-01,7,2,201,90
21,0,2020-10-02,32,11,258,21
25,0,2020-10-02,9,5,154,25
39,0,2020-10-02,6,1,60,39
58,0,2020-10-02,7,1,28,58
70,0,2020-10-02,2,0,77,70
71,0,2020-10-02,45,7,213,71
89,0,2020-10-02,13,2,95,89
90,0,2020-10-02,7,2,201,90
21,0,2020-10-03,32,11,258,21
25,0,2020-10-03,10,5,154,25
39,0,2020-10-03,6,1,60,39
58,0,2020-10-03,6,2,28,58
70,0,2020-10-03,2,0,77,70
71,0,2020-10-03,46,5,214,71
89,0,2020-10-03,14,2,95,89
90,0,2020-10-03,8,3,201,90
21,0,2020-10-04,32,11,258,21
25,0,2020-10-04,10,5,154,25
39,0,2020-10-04,6,1,60,39
58,0,2020-10-04,6,2,28,58
70,0,2020-10-04,2,0,77,70
71,0,2020-10-04,48,5,214,71
89,0,2020-10-04,18,3,95,89
90,0,2020-10-04,8,3,202,90
21,0,2020-10-05,35,11,258,21
25,0,2020-10-05,8,5,154,25
39,0,2020-10-05,9,1,60,39
58,0,2020-10-05,6,2,28,58
70,0,2020-10-05,2,0,77,70
71,0,2020-10-05,48,5,214,71
89,0,2020-10-05,17,3,95,89
90,0,2020-10-05,9,4,202,90
21,0,2020-10-06,35,9,258,21
25,0,2020-10-06,10,5,154,25
39,0,2020-10-06,13,1,60,39
58,0,2020-10-06,6,2,28,58
70,0,2020-10-06,6,0,77,70
71,0,2020-10-06,50,5,214,71
89,0,2020-10-06,17,3,95,89
90,0,2020-10-06,9,3,201,90
21,0,2020-10-07,31,9,260,21
25,0,2020-10-07,12,6,154,25
39,0,2020-10-07,11,1,61,39
58,0,2020-10-07,7,2,28,58
70,0,2020-10-07,7,0,77,70
71,0,2020-10-07,51,6,216,71
89,0,2020-10-07,15,3,95,89
90,0,2020-10-07,8,3,201,90
21,0,2020-10-08,31,7,261,21
25,0,2020-10-08,14,6,154,25
39,0,2020-10-08,9,1,61,39
58,0,2020-10-08,7,2,28,58
70,0,2020-10-08,5,0,77,70
71,0,2020-10-08,57,7,217,71
89,0,2020-10-08,13,3,95,89
90,0,2020-10-08,12,5,201,90
21,0,2020-10-09,28,6,263,21
25,0,2020-10-09,15,7,154,25
39,0,2020-10-09,10,1,61,39
58,0,2020-10-09,8,2,28,58
70,0,2020-10-09,4,1,78,70
71,0,2020-10-09,55,6,219,71
89,0,2020-10-09,16,5,95,89
90,0,2020-10-09,12,4,201,90
21,0,2020-10-10,35,6,263,21
25,0,2020-10-10,15,6,154,25
39,0,2020-10-10,11,1,61,39
58,0,2020-10-10,8,2,28,58
70,0,2020-10-10,6,1,78,70
71,0,2020-10-10,55,6,219,71
89,0,2020-10-10,19,4,95,89
90,0,2020-10-10,11,4,201,90
21,0,2020-10-11,35,6,263,21
25,0,2020-10-11,15,6,154,25
39,0,2020-10-11,15,1,61,39
58,0,2020-10-11,9,3,29,58
70,0,2020-10-11,6,1,78,70
71,0,2020-10-11,57,6,219,71
89,0,2020-10-11,19,3,95,89
90,0,2020-10-11,12,4,201,90
21,0,2020-10-12,38,6,263,21
25,0,2020-10-12,16,6,154,25
39,0,2020-10-12,15,1,61,39
58,0,2020-10-12,9,3,29,58
70,0,2020-10-12,9,1,78,70
71,0,2020-10-12,59,5,222,71
89,0,2020-10-12,25,4,95,89
90,0,2020-10-12,13,4,201,90
21,0,2020-10-13,48,11,264,21
25,0,2020-10-13,15,6,154,25
39,0,2020-10-13,21,1,61,39
58,0,2020-10-13,11,3,29,58
70,0,2020-10-13,10,1,78,70
71,0,2020-10-13,75,8,223,71
89,0,2020-10-13,22,5,95,89
90,0,2020-10-13,16,6,201,90
21,0,2020-10-14,49,12,267,21
25,0,2020-10-14,18,5,154,25
39,0,2020-10-14,20,1,61,39
58,0,2020-10-14,13,3,29,58
70,0,2020-10-14,15,1,78,70
71,0,2020-10-14,85,9,224,71
89,0,2020-10-14,24,4,95,89
90,0,2020-10-14,17,5,202,90
21,0,2020-10-15,52,12,267,21
25,0,2020-10-15,24,6,154,25
39,0,2020-10-15,23,1,61,39
58,0,2020-10-15,15,4,29,58
70,0,2020-10-15,17,1,78,70
71,0,2020-10-15,94,9,224,71
89,0,2020-10-15,26,6,95,89
90,0,2020-10-15,14,4,202,90
21,0,2020-10-16,55,15,267,21
25,0,2020-10-16,25,7,154,25
39,0,2020-10-16,31,1,61,39
58,0,2020-10-16,13,3,29,58
70,0,2020-10-16,24,1,79,70
71,0,2020-10-16,95,9,227,71
89,0,2020-10-16,28,6,95,89
90,0,2020-10-16,17,4,202,90
21,0,2020-10-17,58,16,267,21
25,0,2020-10-17,23,7,154,25
39,0,2020-10-17,35,2,61,39
58,0,2020-10-17,12,3,29,58
70,0,2020-10-17,23,1,79,70
71,0,2020-10-17,97,9,228,71
89,0,2020-10-17,21,6,95,89
90,0,2020-10-17,17,4,202,90
21,0,2020-10-18,58,16,267,21
25,0,2020-10-18,26,9,155,25
39,0,2020-10-18,35,2,62,39
58,0,2020-10-18,14,4,29,58
70,0,2020-10-18,22,1,79,70
71,0,2020-10-18,107,9,229,71
89,0,2020-10-18,24,6,95,89
90,0,2020-10-18,16,4,202,90
21,0,2020-10-19,59,14,270,21
25,0,2020-10-19,28,9,155,25
39,0,2020-10-19,42,2,62,39
58,0,2020-10-19,17,5,29,58
70,0,2020-10-19,22,2,81,70
71,0,2020-10-19,127,12,232,71
89,0,2020-10-19,27,6,95,89
90,0,2020-10-19,17,6,202,90
21,0,2020-10-20,69,14,270,21
25,0,2020-10-20,32,9,155,25
39,0,2020-10-20,48,2,62,39
58,0,2020-10-20,15,4,29,58
70,0,2020-10-20,22,1,82,70
71,0,2020-10-20,147,15,234,71
89,0,2020-10-20,30,7,95,89
90,0,2020-10-20,21,5,202,90
21,0,2020-10-21,75,14,270,21
25,0,2020-10-21,30,9,156,25
39,0,2020-10-21,58,2,63,39
58,0,2020-10-21,15,4,29,58
70,0,2020-10-21,27,0,82,70
71,0,2020-10-21,151,17,236,71
89,0,2020-10-21,36,7,96,89
90,0,2020-10-21,22,7,202,90
21,0,2020-10-22,79,16,270,21
25,0,2020-10-22,32,9,157,25
39,0,2020-10-22,60,3,65,39
58,0,2020-10-22,13,3,29,58
70,0,2020-10-22,26,0,84,70
71,0,2020-10-22,157,14,238,71
89,0,2020-10-22,43,8,96,89
90,0,2020-10-22,21,9,203,90
21,0,2020-10-23,76,17,271,21
25,0,2020-10-23,38,9,159,25
39,0,2020-10-23,72,3,65,39
58,0,2020-10-23,15,4,29,58
70,0,2020-10-23,29,2,84,70
71,0,2020-10-23,169,16,242,71
89,0,2020-10-23,47,8,96,89
90,0,2020-10-23,23,9,203,90
21,0,2020-10-24,85,19,272,21
25,0,2020-10-24,37,9,159,25
39,0,2020-10-24,77,5,66,39
58,0,2020-10-24,15,4,30,58
70,0,2020-10-24,29,3,84,70
71,0,2020-10-24,185,18,243,71
89,0,2020-10-24,47,9,96,89
90,0,2020-10-24,35,10,205,90
21,0,2020-10-25,95,19,274,21
25,0,2020-10-25,43,13,159,25
39,0,2020-10-25,82,5,66,39
58,0,2020-10-25,16,4,31,58
70,0,2020-10-25,29,3,84,70
71,0,2020-10-25,198,18,248,71
89,0,2020-10-25,48,9,96,89
90,0,2020-10-25,36,10,206,90
21,0,2020-10-26,113,28,277,21
25,0,2020-10-26,53,15,161,25
39,0,2020-10-26,105,6,68,39
58,0,2020-10-26,18,4,31,58
70,0,2020-10-26,30,3,85,70
71,0,2020-10-26,226,18,249,71
89,0,2020-10-26,64,9,96,89
90,0,2020-10-26,36,11,206,90
21,0,2020-10-27,114,26,277,21
25,0,2020-10-27,54,14,162,25
39,0,2020-10-27,110,7,69,39
58,0,2020-10-27,18,4,31,58
70,0,2020-10-27,42,5,86,70
71,0,2020-10-27,230,19,262,71
89,0,2020-10-27,68,9,97,89
90,0,2020-10-27,50,13,206,90
21,0,2020-10-28,122,26,277,21
25,0,2020-10-28,62,15,164,25
39,0,2020-10-28,134,5,72,39
58,0,2020-10-28,19,4,32,58
70,0,2020-10-28,42,5,86,70
71,0,2020-10-28,251,23,266,71
89,0,2020-10-28,85,10,97,89
90,0,2020-10-28,58,12,206,90
21,0,2020-10-29,134,23,277,21
25,0,2020-10-29,64,17,150,25
39,0,2020-10-29,135,7,72,39
58,0,2020-10-29,20,4,32,58
70,0,2020-10-29,48,4,88,70
71,0,2020-10-29,258,26,270,71
89,0,2020-10-29,89,11,97,89
90,0,2020-10-29,60,10,206,90
21,0,2020-10-30,163,34,278,21
25,0,2020-10-30,75,16,151,25
39,0,2020-10-30,137,7,73,39
58,0,2020-10-30,25,5,32,58
70,0,2020-10-30,59,6,88,70
71,0,2020-10-30,272,27,270,71
89,0,2020-10-30,94,13,97,89
90,0,2020-10-30,63,11,210,90
21,0,2020-10-31,162,36,281,21
25,0,2020-10-31,77,15,152,25
39,0,2020-10-31,141,8,75,39
58,0,2020-10-31,34,5,32,58
70,0,2020-10-31,56,4,88,70
71,0,2020-10-31,281,28,272,71
89,0,2020-10-31,104,13,97,89
90,0,2020-10-31,59,10,211,90
21,0,2020-11-01,158,33,283,21
25,0,2020-11-01,95,22,152,25
39,0,2020-11-01,152,7,78,39
58,0,2020-11-01,42,7,32,58
70,0,2020-11-01,66,5,89,70
71,0,2020-11-01,297,28,275,71
89,0,2020-11-01,107,14,97,89
90,0,2020-11-01,56,8,213,90
21,0,2020-11-02,178,43,286,21
25,0,2020-11-02,108,23,152,25
39,0,2020-11-02,166,9,80,39
58,0,2020-11-02,44,6,33,58
70,0,2020-11-02,76,5,90,70
71,0,2020-11-02,314,31,286,71
89,0,2020-11-02,127,16,98,89
90,0,2020-11-02,57,8,214,90
21,0,2020-11-03,200,39,289,21
25,0,2020-11-03,122,23,156,25
39,0,2020-11-03,200,9,83,39
58,0,2020-11-03,47,6,33,58
70,0,2020-11-03,81,5,92,70
71,0,2020-11-03,343,36,296,71
89,0,2020-11-03,124,13,100,89
90,0,2020-11-03,57,8,214,90
21,0,2020-11-04,249,43,294,21
25,0,2020-11-04,128,23,158,25
39,0,2020-11-04,190,7,84,39
58,0,2020-11-04,50,6,34,58
70,0,2020-11-04,80,9,94,70
71,0,2020-11-04,337,36,300,71
89,0,2020-11-04,136,15,102,89
90,0,2020-11-04,72,13,215,90
21,0,2020-11-05,274,57,298,21
25,0,2020-11-05,129,24,159,25
39,0,2020-11-05,199,8,87,39
58,0,2020-11-05,59,9,35,58
70,0,2020-11-05,77,10,94,70
71,0,2020-11-05,342,32,313,71
89,0,2020-11-05,140,15,103,89
90,0,2020-11-05,78,14,216,90
21,0,2020-11-06,285,61,299,21
25,0,2020-11-06,120,30,162,25
39,0,2020-11-06,189,9,90,39
58,0,2020-11-06,65,8,35,58
70,0,2020-11-06,84,11,98,70
71,0,2020-11-06,373,33,323,71
89,0,2020-11-06,147,15,106,89
90,0,2020-11-06,102,19,216,90
21,0,2020-11-07,292,60,304,21
25,0,2020-11-07,115,29,163,25
39,0,2020-11-07,191,9,90,39
58,0,2020-11-07,65,9,36,58
70,0,2020-11-07,86,12,98,70
71,0,2020-11-07,395,39,324,71
89,0,2020-11-07,149,16,106,89
90,0,2020-11-07,97,18,217,90
21,0,2020-11-08,302,63,312,21
25,0,2020-11-08,142,42,167,25
39,0,2020-11-08,191,8,90,39
58,0,2020-11-08,66,9,37,58
70,0,2020-11-08,89,12,100,70
71,0,2020-11-08,402,40,332,71
89,0,2020-11-08,161,18,108,89
90,0,2020-11-08,97,15,221,90
21,0,2020-11-09,307,62,321,21
25,0,2020-11-09,165,51,167,25
39,0,2020-11-09,191,8,100,39
58,0,2020-11-09,81,11,37,58
70,0,2020-11-09,96,14,102,70
71,0,2020-11-09,429,39,345,71
89,0,2020-11-09,173,19,114,89
90,0,2020-11-09,127,18,225,90
21,0,2020-11-10,328,68,324,21
25,0,2020-11-10,176,50,168,25
39,0,2020-11-10,180,7,108,39
58,0,2020-11-10,84,11,38,58
70,0,2020-11-10,104,15,102,70
71,0,2020-11-10,446,37,353,71
89,0,2020-11-10,178,18,115,89
90,0,2020-11-10,133,21,228,90
21,0,2020-11-11,355,69,329,21
25,0,2020-11-11,172,46,171,25
39,0,2020-11-11,169,8,108,39
58,0,2020-11-11,86,12,39,58
70,0,2020-11-11,103,16,105,70
71,0,2020-11-11,457,43,359,71
89,0,2020-11-11,177,20,116,89
90,0,2020-11-11,128,23,228,90
21,0,2020-11-12,361,66,333,21
25,0,2020-11-12,192,54,175,25
39,0,2020-11-12,174,7,110,39
58,0,2020-11-12,84,10,40,58
70,0,2020-11-12,117,15,106,70
71,0,2020-11-12,464,43,371,71
89,0,2020-11-12,190,20,117,89
90,0,2020-11-12,145,23,228,90
21,0,2020-11-13,366,64,337,21
25,0,2020-11-13,186,50,176,25
39,0,2020-11-13,182,8,111,39
58,0,2020-11-13,84,11,40,58
70,0,2020-11-13,115,16,108,70
71,0,2020-11-13,481,46,382,71
89,0,2020-11-13,195,18,119,89
90,0,2020-11-13,143,23,228,90
21,0,2020-11-14,361,61,342,21
25,0,2020-11-14,194,48,177,25
39,0,2020-11-14,179,6,114,39
58,0,2020-11-14,83,11,40,58
70,0,2020-11-14,111,16,108,70
71,0,2020-11-14,482,47,388,71
89,0,2020-11-14,192,16,121,89
90,0,2020-11-14,130,22,231,90
21,0,2020-11-15,371,64,345,21
25,0,2020-11-15,206,54,178,25
39,0,2020-11-15,185,6,118,39
58,0,2020-11-15,88,10,40,58
70,0,2020-11-15,108,14,110,70
71,0,2020-11-15,495,50,395,71
89,0,2020-11-15,197,16,124,89
90,0,2020-11-15,126,23,231,90
21,0,2020-11-16,381,65,347,21
25,0,2020-11-16,229,57,179,25
39,0,2020-11-16,197,9,120,39
58,0,2020-11-16,87,10,40,58
70,0,2020-11-16,119,17,110,70
71,0,2020-11-16,500,50,413,71
89,0,2020-11-16,207,18,127,89
90,0,2020-11-16,138,26,233,90
21,0,2020-11-17,368,65,354,21
25,0,2020-11-17,216,55,185,25
39,0,2020-11-17,199,12,121,39
58,0,2020-11-17,85,9,41,58
70,0,2020-11-17,113,17,113,70
71,0,2020-11-17,519,50,423,71
89,0,2020-11-17,203,18,130,89
90,0,2020-11-17,149,23,235,90
21,0,2020-11-18,365,67,358,21
25,0,2020-11-18,224,55,188,25
39,0,2020-11-18,202,12,125,39
58,0,2020-11-18,88,9,43,58
70,0,2020-11-18,110,15,114,70
71,0,2020-11-18,513,46,436,71
89,0,2020-11-18,203,17,134,89
90,0,2020-11-18,145,23,239,90
21,0,2020-11-19,352,66,361,21
25,0,2020-11-19,227,55,188,25
39,0,2020-11-19,210,11,128,39
58,0,2020-11-19,88,10,43,58
70,0,2020-11-19,106,15,114,70
71,0,2020-11-19,513,44,439,71
89,0,2020-11-19,200,14,138,89
90,0,2020-11-19,138,20,244,90
21,0,2020-11-20,364,68,363,21
25,0,2020-11-20,217,51,194,25
39,0,2020-11-20,204,8,134,39
58,0,2020-11-20,88,10,43,58
70,0,2020-11-20,102,14,114,70
71,0,2020-11-20,528,42,443,71
89,0,2020-11-20,197,14,139,89
90,0,2020-11-20,142,23,247,90
21,0,2020-11-21,363,67,366,21
25,0,2020-11-21,205,48,196,25
39,0,2020-11-21,199,12,135,39
58,0,2020-11-21,94,10,54,58
70,0,2020-11-21,99,15,114,70
71,0,2020-11-21,527,46,449,71
89,0,2020-11-21,204,16,142,89
90,0,2020-11-21,142,23,247,90
21,0,2020-11-22,367,66,367,21
25,0,2020-11-22,230,54,197,25
39,0,2020-11-22,200,9,138,39
58,0,2020-11-22,98,9,55,58
70,0,2020-11-22,97,15,115,70
71,0,2020-11-22,538,47,454,71
89,0,2020-11-22,212,16,143,89
90,0,2020-11-22,141,24,249,90
21,0,2020-11-23,367,68,370,21
25,0,2020-11-23,227,58,204,25
39,0,2020-11-23,197,9,140,39
58,0,2020-11-23,96,11,58,58
70,0,2020-11-23,100,17,119,70
71,0,2020-11-23,545,47,461,71
89,0,2020-11-23,212,19,146,89
90,0,2020-11-23,154,24,252,90
21,0,2020-11-24,370,66,372,21
25,0,2020-11-24,214,52,207,25
39,0,2020-11-24,192,10,146,39
58,0,2020-11-24,93,11,59,58
70,0,2020-11-24,98,17,119,70
71,0,2020-11-24,525,48,470,71
89,0,2020-11-24,203,18,148,89
90,0,2020-11-24,150,22,255,90
21,0,2020-11-25,360,66,377,21
25,0,2020-11-25,201,55,209,25
39,0,2020-11-25,186,8,148,39
58,0,2020-11-25,91,9,64,58
70,0,2020-11-25,89,15,120,70
71,0,2020-11-25,516,48,478,71
89,0,2020-11-25,200,17,153,89
90,0,2020-11-25,147,21,259,90
21,0,2020-11-26,351,63,380,21
25,0,2020-11-26,197,54,214,25
39,0,2020-11-26,185,8,148,39
58,0,2020-11-26,88,9,65,58
70,0,2020-11-26,81,17,120,70
71,0,2020-11-26,495,45,486,71
89,0,2020-11-26,204,18,156,89
90,0,2020-11-26,138,21,262,90
21,0,2020-11-27,346,63,390,21
25,0,2020-11-27,192,51,218,25
39,0,2020-11-27,185,7,151,39
58,0,2020-11-27,88,8,67,58
70,0,2020-11-27,77,17,122,70
71,0,2020-11-27,508,51,492,71
89,0,2020-11-27,207,17,160,89
90,0,2020-11-27,140,25,264,90
21,0,2020-11-28,340,58,392,21
25,0,2020-11-28,175,47,223,25
39,0,2020-11-28,181,7,151,39
58,0,2020-11-28,88,9,68,58
70,0,2020-11-28,79,16,122,70
71,0,2020-11-28,501,55,494,71
89,0,2020-11-28,204,17,163,89
90,0,2020-11-28,129,24,270,90
21,0,2020-11-29,341,57,394,21
25,0,2020-11-29,176,50,225,25
39,0,2020-11-29,177,9,155,39
58,0,2020-11-29,93,9,70,58
70,0,2020-11-29,79,15,123,70
71,0,2020-11-29,503,53,497,71
89,0,2020-11-29,209,17,164,89
90,0,2020-11-29,128,23,271,90
21,0,2020-11-30,345,57,401,21
25,0,2020-11-30,190,49,229,25
39,0,2020-11-30,181,8,156,39
58,0,2020-11-30,96,9,72,58
70,0,2020-11-30,85,14,123,70
71,0,2020-11-30,501,51,508,71
89,0,2020-11-30,197,18,165,89
90,0,2020-11-30,149,24,273,90
21,0,2020-12-01,344,55,405,21
25,0,2020-12-01,178,59,231,25
39,0,2020-12-01,186,9,156,39
58,0,2020-12-01,90,7,74,58
70,0,2020-12-01,80,15,123,70
71,0,2020-12-01,477,45,519,71
89,0,2020-12-01,209,20,167,89
90,0,2020-12-01,155,25,273,90
21,0,2020-12-02,352,56,408,21
25,0,2020-12-02,166,57,234,25
39,0,2020-12-02,185,9,158,39
58,0,2020-12-02,85,5,76,58
70,0,2020-12-02,76,14,123,70
71,0,2020-12-02,476,44,524,71
89,0,2020-12-02,200,18,171,89
90,0,2020-12-02,155,23,283,90
21,0,2020-12-03,354,55,411,21
25,0,2020-12-03,162,53,237,25
39,0,2020-12-03,193,10,165,39
58,0,2020-12-03,86,5,76,58
70,0,2020-12-03,72,12,124,70
71,0,2020-12-03,479,46,528,71
89,0,2020-12-03,209,17,172,89
90,0,2020-12-03,163,23,284,90
21,0,2020-12-04,361,52,412,21
25,0,2020-12-04,168,55,239,25
39,0,2020-12-04,186,11,167,39
58,0,2020-12-04,96,5,77,58
70,0,2020-12-04,73,14,124,70
71,0,2020-12-04,477,41,535,71
89,0,2020-12-04,221,16,177,89
90,0,2020-12-04,164,21,286,90
21,0,2020-12-05,319,51,414,21
25,0,2020-12-05,160,52,241,25
39,0,2020-12-05,187,11,168,39
58,0,2020-12-05,90,6,79,58
70,0,2020-12-05,74,10,126,70
71,0,2020-12-05,468,40,537,71
89,0,2020-12-05,229,17,179,89
90,0,2020-12-05,159,20,289,90
21,0,2020-12-06,325,51,418,21
25,0,2020-12-06,182,56,242,25
39,0,2020-12-06,187,11,168,39
58,0,2020-12-06,88,6,79,58
70,0,2020-12-06,74,9,126,70
71,0,2020-12-06,465,40,540,71
89,0,2020-12-06,226,17,181,89
90,0,2020-12-06,158,20,289,90
21,0,2020-12-07,340,53,422,21
25,0,2020-12-07,176,53,248,25
39,0,2020-12-07,189,10,168,39
58,0,2020-12-07,88,6,80,58
70,0,2020-12-07,80,12,126,70
71,0,2020-12-07,470,43,543,71
89,0,2020-12-07,232,19,184,89
90,0,2020-12-07,161,19,293,90
21,0,2020-12-08,341,43,426,21
25,0,2020-12-08,173,51,250,25
39,0,2020-12-08,183,8,172,39
58,0,2020-12-08,97,5,82,58
70,0,2020-12-08,76,10,128,70
71,0,2020-12-08,471,38,552,71
89,0,2020-12-08,244,21,185,89
90,0,2020-12-08,174,21,299,90
21,0,2020-12-09,341,46,434,21
25,0,2020-12-09,167,50,253,25
39,0,2020-12-09,182,9,176,39
58,0,2020-12-09,96,5,83,58
70,0,2020-12-09,75,9,128,70
71,0,2020-12-09,456,40,559,71
89,0,2020-12-09,247,25,190,89
90,0,2020-12-09,177,21,307,90
21,0,2020-12-10,366,42,439,21
25,0,2020-12-10,166,49,256,25
39,0,2020-12-10,183,7,176,39
58,0,2020-12-10,89,5,87,58
70,0,2020-12-10,75,7,130,70
71,0,2020-12-10,444,39,565,71
89,0,2020-12-10,234,23,192,89
90,0,2020-12-10,175,22,310,90
21,0,2020-12-11,351,36,445,21
25,0,2020-12-11,166,48,258,25
39,0,2020-12-11,197,7,180,39
58,0,2020-12-11,97,5,87,58
70,0,2020-12-11,76,7,131,70
71,0,2020-12-11,443,38,567,71
89,0,2020-12-11,221,21,193,89
90,0,2020-12-11,182,21,321,90
21,0,2020-12-12,347,37,450,21
25,0,2020-12-12,159,45,261,25
39,0,2020-12-12,196,7,181,39
58,0,2020-12-12,98,5,91,58
70,0,2020-12-12,77,7,131,70
71,0,2020-12-12,447,38,569,71
89,0,2020-12-12,228,22,198,89
90,0,2020-12-12,187,21,328,90
21,0,2020-12-13,352,39,453,21
25,0,2020-12-13,161,45,263,25
39,0,2020-12-13,202,6,181,39
58,0,2020-12-13,100,5,91,58
70,0,2020-12-13,78,7,131,70
71,0,2020-12-13,452,35,575,71
89,0,2020-12-13,237,22,198,89
90,0,2020-12-13,187,22,329,90
21,0,2020-12-14,357,41,458,21
25,0,2020-12-14,178,46,264,25
39,0,2020-12-14,196,7,184,39
58,0,2020-12-14,101,6,91,58
70,0,2020-12-14,80,8,134,70
71,0,2020-12-14,442,34,580,71
89,0,2020-12-14,238,22,200,89
90,0,2020-12-14,209,22,333,90
21,0,2020-12-15,352,37,464,21
25,0,2020-12-15,170,44,265,25
39,0,2020-12-15,204,8,187,39
58,0,2020-12-15,100,7,95,58
70,0,2020-12-15,79,8,135,70
71,0,2020-12-15,452,33,582,71
89,0,2020-12-15,238,23,204,89
90,0,2020-12-15,212,26,335,90
21,0,2020-12-16,371,32,468,21
25,0,2020-12-16,169,48,267,25
39,0,2020-12-16,219,7,191,39
58,0,2020-12-16,101,7,97,58
70,0,2020-12-16,74,7,136,70
71,0,2020-12-16,450,32,585,71
89,0,2020-12-16,228,18,213,89
90,0,2020-12-16,220,22,339,90
21,0,2020-12-17,359,33,472,21
25,0,2020-12-17,166,49,271,25
