jour,Département,Hospitalisations,Réanimations
2020-09-26,Jura,7,0
2020-09-26,Nièvre,1,1
2020-09-26,Haute-Saône,2,0
2020-09-26,Saône-et-Loire,49,3
2020-09-26,Yonne,14,2
2020-09-26,Territoire de Belfort,6,4
2020-09-27,Côte-d'Or,27,5
2020-09-27,Doubs,11,4
2020-09-27,Jura,7,0
2020-09-27,Nièvre,1,1
2020-09-27,Haute-Saône,2,0
2020-09-27,Saône-et-Loire,51,4
2020-09-27,Yonne,14,2
2020-09-27,Territoire de Belfort,6,4
2020-09-28,Côte-d'Or,26,5
2020-09-28,Doubs,7,4
2020-09-28,Jura,8,0
2020-09-28,Nièvre,1,1
2020-09-28,Haute-Saône,0,0
2020-09-28,Saône-et-Loire,50,4
2020-09-28,Yonne,14,3
2020-09-28,Territoire de Belfort,6,4
2020-09-29,Côte-d'Or,28,7
2020-09-29,Doubs,8,4
2020-09-29,Jura,7,0
2020-09-29,Nièvre,5,0
2020-09-29,Haute-Saône,1,0
2020-09-29,Saône-et-Loire,49,7
2020-09-29,Yonne,14,3
2020-09-29,Territoire de Belfort,8,3
2020-09-30,Côte-d'Or,31,11
2020-09-30,Doubs,8,4
2020-09-30,Jura,6,0
2020-09-30,Nièvre,3,1
2020-09-30,Haute-Saône,1,0
2020-09-30,Saône-et-Loire,50,6
2020-09-30,Yonne,14,4
2020-09-30,Territoire de Belfort,7,2
2020-10-01,Côte-d'Or,30,11
2020-10-01,Doubs,10,5
2020-10-01,Jura,4,0
2020-10-01,Nièvre,4,1
2020-10-01,Haute-Saône,1,0
2020-10-01,Saône-et-Loire,45,7
2020-10-01,Yonne,15,4
2020-10-01,Territoire de Belfort,7,2
2020-10-02,Côte-d'Or,32,11
2020-10-02,Doubs,9,5
2020-10-02,Jura,6,1
2020-10-02,Nièvre,7,1
2020-10-02,Haute-Saône,2,0
2020-10-02,Saône-et-Loire,45,7
2020-10-02,Yonne,13,2
2020-10-02,Territoire de Belfort,7,2
2020-10-03,Côte-d'Or,32,11
2020-10-03,Doubs,10,5
2020-10-03,Jura,6,1
2020-10-03,Nièvre,6,2
2020-10-03,Haute-Saône,2,0
2020-10-03,Saône-et-Loire,46,5
2020-10-03,Yonne,14,2
2020-10-03,Territoire de Belfort,8,3
2020-10-04,Côte-d'Or,32,11
2020-10-04,Doubs,10,5
2020-10-04,Jura,6,1
2020-10-04,Nièvre,6,2
2020-10-04,Haute-Saône,2,0
2020-10-04,Saône-et-Loire,48,5
2020-10-04,Yonne,18,3
2020-10-04,Territoire de Belfort,8,3
2020-10-05,Côte-d'Or,35,11
2020-10-05,Doubs,8,5
2020-10-05,Jura,9,1
2020-10-05,Nièvre,6,2
2020-10-05,Haute-Saône,2,0
2020-10-05,Saône-et-Loire,48,5
2020-10-05,Yonne,17,3
2020-10-05,Territoire de Belfort,9,4
2020-10-06,Côte-d'Or,35,9
2020-10-06,Doubs,10,5
2020-10-06,Jura,13,1
2020-10-06,Nièvre,6,2
2020-10-06,Haute-Saône,6,0
2020-10-06,Saône-et-Loire,50,5
2020-10-06,Yonne,17,3
2020-10-06,Territoire de Belfort,9,3
2020-10-07,Côte-d'Or,31,9
2020-10-07,Doubs,12,6
2020-10-07,Jura,11,1
2020-10-07,Nièvre,7,2
2020-10-07,Haute-Saône,7,0
2020-10-07,Saône-et-Loire,51,6
2020-10-07,Yonne,15,3
2020-10-07,Territoire de Belfort,8,3
2020-10-08,Côte-d'Or,31,7
2020-10-08,Doubs,14,6
2020-10-08,Jura,9,1
2020-10-08,Nièvre,7,2
2020-10-08,Haute-Saône,5,0
2020-10-08,Saône-et-Loire,57,7
2020-10-08,Yonne,13,3
2020-10-08,Territoire de Belfort,12,5
2020-10-09,Côte-d'Or,28,6
2020-10-09,Doubs,15,7
2020-10-09,Jura,10,1
2020-10-09,Nièvre,8,2
2020-10-09,Haute-Saône,4,1
2020-10-09,Saône-et-Loire,55,6
2020-10-09,Yonne,16,5
2020-10-09,Territoire de Belfort,12,4
2020-10-10,Côte-d'Or,35,6
2020-10-10,Doubs,15,6
2020-10-10,Jura,11,1
2020-10-10,Nièvre,8,2
2020-10-10,Haute-Saône,6,1
2020-10-10,Saône-et-Loire,55,6
2020-10-10,Yonne,19,4
2020-10-10,Territoire de Belfort,11,4
2020-10-11,Côte-d'Or,35,6
2020-10-11,Doubs,15,6
2020-10-11,Jura,15,1
2020-10-11,Nièvre,9,3
2020-10-11,Haute-Saône,6,1
2020-10-11,Saône-et-Loire,57,6
2020-10-11,Yonne,19,3
2020-10-11,Territoire de Belfort,12,4
2020-10-12,Côte-d'Or,38,6
2020-10-12,Doubs,16,6
2020-10-12,Jura,15,1
2020-10-12,Nièvre,9,3
2020-10-12,Haute-Saône,9,1
2020-10-12,Saône-et-Loire,59,5
2020-10-12,Yonne,25,4
2020-10-12,Territoire de Belfort,13,4
2020-10-13,Côte-d'Or,48,11
2020-10-13,Doubs,15,6
2020-10-13,Jura,21,1
2020-10-13,Nièvre,11,3
2020-10-13,Haute-Saône,10,1
2020-10-13,Saône-et-Loire,75,8
2020-10-13,Yonne,22,5
2020-10-13,Territoire de Belfort,16,6
2020-10-14,Côte-d'Or,49,12
2020-10-14,Doubs,18,5
2020-10-14,Jura,20,1
2020-10-14,Nièvre,13,3
2020-10-14,Haute-Saône,15,1
2020-10-14,Saône-et-Loire,85,9
2020-10-14,Yonne,24,4
2020-10-14,Territoire de Belfort,17,5
2020-10-15,Côte-d'Or,52,12
2020-10-15,Doubs,24,6
2020-10-15,Jura,23,1
2020-10-15,Nièvre,15,4
2020-10-15,Haute-Saône,17,1
2020-10-15,Saône-et-Loire,94,9
2020-10-15,Yonne,26,6
2020-10-15,Territoire de Belfort,14,4
2020-10-16,Côte-d'Or,55,15
2020-10-16,Doubs,25,7
2020-10-16,Jura,31,1
2020-10-16,Nièvre,13,3
2020-10-16,Haute-Saône,24,1
2020-10-16,Saône-et-Loire,95,9
2020-10-16,Yonne,28,6
2020-10-16,Territoire de Belfort,17,4
2020-10-17,Côte-d'Or,58,16
2020-10-17,Doubs,23,7
2020-10-17,Jura,35,2
2020-10-17,Nièvre,12,3
2020-10-17,Haute-Saône,23,1
2020-10-17,Saône-et-Loire,97,9
2020-10-17,Yonne,21,6
2020-10-17,Territoire de Belfort,17,4
2020-10-18,Côte-d'Or,58,16
2020-10-18,Doubs,26,9
2020-10-18,Jura,35,2
2020-10-18,Nièvre,14,4
2020-10-18,Haute-Saône,22,1
2020-10-18,Saône-et-Loire,107,9
2020-10-18,Yonne,24,6
2020-10-18,Territoire de Belfort,16,4
2020-10-19,Côte-d'Or,59,14
2020-10-19,Doubs,28,9
2020-10-19,Jura,42,2
2020-10-19,Nièvre,17,5
2020-10-19,Haute-Saône,22,2
2020-10-19,Saône-et-Loire,127,12
2020-10-19,Yonne,27,6
2020-10-19,Territoire de Belfort,17,6
2020-10-20,Côte-d'Or,69,14
2020-10-20,Doubs,32,9
2020-10-20,Jura,48,2
2020-10-20,Nièvre,15,4
2020-10-20,Haute-Saône,22,1
2020-10-20,Saône-et-Loire,147,15
2020-10-20,Yonne,30,7
2020-10-20,Territoire de Belfort,21,5
2020-10-21,Côte-d'Or,75,14
2020-10-21,Doubs,30,9
2020-10-21,Jura,58,2
2020-10-21,Nièvre,15,4
2020-10-21,Haute-Saône,27,0
2020-10-21,Saône-et-Loire,151,17
2020-10-21,Yonne,36,7
2020-10-21,Territoire de Belfort,22,7
2020-10-22,Côte-d'Or,79,16
2020-10-22,Doubs,32,9
2020-10-22,Jura,60,3
2020-10-22,Nièvre,13,3
2020-10-22,Haute-Saône,26,0
2020-10-22,Saône-et-Loire,157,14
2020-10-22,Yonne,43,8
2020-10-22,Territoire de Belfort,21,9
2020-10-23,Côte-d'Or,76,17
2020-10-23,Doubs,38,9
2020-10-23,Jura,72,3
2020-10-23,Nièvre,15,4
2020-10-23,Haute-Saône,29,2
2020-10-23,Saône-et-Loire,169,16
2020-10-23,Yonne,47,8
2020-10-23,Territoire de Belfort,23,9
2020-10-24,Côte-d'Or,85,19
2020-10-24,Doubs,37,9
2020-10-24,Jura,77,5
2020-10-24,Nièvre,15,4
2020-10-24,Haute-Saône,29,3
2020-10-24,Saône-et-Loire,185,18
2020-10-24,Yonne,47,9
2020-10-24,Territoire de Belfort,35,10
2020-10-25,Côte-d'Or,95,19
2020-10-25,Doubs,43,13
2020-10-25,Jura,82,5
2020-10-25,Nièvre,16,4
2020-10-25,Haute-Saône,29,3
2020-10-25,Saône-et-Loire,198,18
2020-10-25,Yonne,48,9
2020-10-25,Territoire de Belfort,36,10
2020-10-26,Côte-d'Or,113,28
2020-10-26,Doubs,53,15
2020-10-26,Jura,105,6
2020-10-26,Nièvre,18,4
2020-10-26,Haute-Saône,30,3
2020-10-26,Saône-et-Loire,226,18
2020-10-26,Yonne,64,9
2020-10-26,Territoire de Belfort,36,11
2020-10-27,Côte-d'Or,114,26
2020-10-27,Doubs,54,14
2020-10-27,Jura,110,7
2020-10-27,Nièvre,18,4
2020-10-27,Haute-Saône,42,5
2020-10-27,Saône-et-Loire,230,19
2020-10-27,Yonne,68,9
2020-10-27,Territoire de Belfort,50,13
2020-10-28,Côte-d'Or,122,26
2020-10-28,Doubs,62,15
2020-10-28,Jura,134,5
2020-10-28,Nièvre,19,4
2020-10-28,Haute-Saône,42,5
2020-10-28,Saône-et-Loire,251,23
2020-10-28,Yonne,85,10
2020-10-28,Territoire de Belfort,58,12
2020-10-29,Côte-d'Or,134,23
2020-10-29,Doubs,64,17
2020-10-29,Jura,135,7
2020-10-29,Nièvre,20,4
2020-10-29,Haute-Saône,48,4
2020-10-29,Saône-et-Loire,258,26
2020-10-29,Yonne,89,11
2020-10-29,Territoire de Belfort,60,10
2020-10-30,Côte-d'Or,163,34
2020-10-30,Doubs,75,16
2020-10-30,Jura,137,7
2020-10-30,Nièvre,25,5
2020-10-30,Haute-Saône,59,6
2020-10-30,Saône-et-Loire,272,27
2020-10-30,Yonne,94,13
2020-10-30,Territoire de Belfort,63,11
2020-10-31,Côte-d'Or,162,36
2020-10-31,Doubs,77,15
2020-10-31,Jura,141,8
2020-10-31,Nièvre,34,5
2020-10-31,Haute-Saône,56,4
2020-10-31,Saône-et-Loire,281,28
2020-10-31,Yonne,104,13
2020-10-31,Territoire de Belfort,59,10
2020-11-01,Côte-d'Or,158,33
2020-11-01,Doubs,95,22
2020-11-01,Jura,152,7
2020-11-01,Nièvre,42,7
2020-11-01,Haute-Saône,66,5
2020-11-01,Saône-et-Loire,297,28
2020-11-01,Yonne,107,14
2020-11-01,Territoire de Belfort,56,8
2020-11-02,Côte-d'Or,178,43
2020-11-02,Doubs,108,23
2020-11-02,Jura,166,9
2020-11-02,Nièvre,44,6
2020-11-02,Haute-Saône,76,5
2020-11-02,Saône-et-Loire,314,31
2020-11-02,Yonne,127,16
2020-11-02,Territoire de Belfort,57,8
2020-11-03,Côte-d'Or,200,39
2020-11-03,Doubs,122,23
2020-11-03,Jura,200,9
2020-11-03,Nièvre,47,6
2020-11-03,Haute-Saône,81,5
2020-11-03,Saône-et-Loire,343,36
2020-11-03,Yonne,124,13
2020-11-03,Territoire de Belfort,57,8
2020-11-04,Côte-d'Or,249,43
2020-11-04,Doubs,128,23
2020-11-04,Jura,190,7
2020-11-04,Nièvre,50,6
2020-11-04,Haute-Saône,80,9
2020-11-04,Saône-et-Loire,337,36
2020-11-04,Yonne,136,15
2020-11-04,Territoire de Belfort,72,13
2020-11-05,Côte-d'Or,274,57
2020-11-05,Doubs,129,24
2020-11-05,Jura,199,8
2020-11-05,Nièvre,59,9
2020-11-05,Haute-Saône,77,10
2020-11-05,Saône-et-Loire,342,32
2020-11-05,Yonne,140,15
2020-11-05,Territoire de Belfort,78,14
2020-11-06,Côte-d'Or,285,61
2020-11-06,Doubs,120,30
2020-11-06,Jura,189,9
2020-11-06,Nièvre,65,8
2020-11-06,Haute-Saône,84,11
2020-11-06,Saône-et-Loire,373,33
2020-11-06,Yonne,147,15
2020-11-06,Territoire de Belfort,102,19
2020-11-07,Côte-d'Or,292,60
2020-11-07,Doubs,115,29
2020-11-07,Jura,191,9
2020-11-07,Nièvre,65,9
2020-11-07,Haute-Saône,86,12
2020-11-07,Saône-et-Loire,395,39
2020-11-07,Yonne,149,16
2020-11-07,Territoire de Belfort,97,18
2020-11-08,Côte-d'Or,302,63
2020-11-08,Doubs,142,42
2020-11-08,Jura,191,8
2020-11-08,Nièvre,66,9
2020-11-08,Haute-Saône,89,12
2020-11-08,Saône-et-Loire,402,40
2020-11-08,Yonne,161,18
2020-11-08,Territoire de Belfort,97,15
2020-11-09,Côte-d'Or,307,62
2020-11-09,Doubs,165,51
2020-11-09,Jura,191,8
2020-11-09,Nièvre,81,11
2020-11-09,Haute-Saône,96,14
2020-11-09,Saône-et-Loire,429,39
2020-11-09,Yonne,173,19
2020-11-09,Territoire de Belfort,127,18
2020-11-10,Côte-d'Or,328,68
2020-11-10,Doubs,176,50
2020-11-10,Jura,180,7
2020-11-10,Nièvre,84,11
2020-11-10,Haute-Saône,104,15
2020-11-10,Saône-et-Loire,446,37
2020-11-10,Yonne,178,18
2020-11-10,Territoire de Belfort,133,21
2020-11-11,Côte-d'Or,355,69
2020-11-11,Doubs,172,46
2020-11-11,Jura,169,8
2020-11-11,Nièvre,86,12
2020-11-11,Haute-Saône,103,16
2020-11-11,Saône-et-Loire,457,43
2020-11-11,Yonne,177,20
2020-11-11,Territoire de Belfort,128,23
2020-11-12,Côte-d'Or,361,66
2020-11-12,Doubs,192,54
2020-11-12,Jura,174,7
2020-11-12,Nièvre,84,10
2020-11-12,Haute-Saône,117,15
2020-11-12,Saône-et-Loire,464,43
2020-11-12,Yonne,190,20
2020-11-12,Territoire de Belfort,145,23
2020-11-13,Côte-d'Or,366,64
2020-11-13,Doubs,186,50
2020-11-13,Jura,182,8
2020-11-13,Nièvre,84,11
2020-11-13,Haute-Saône,115,16
2020-11-13,Saône-et-Loire,481,46
2020-11-13,Yonne,195,18
2020-11-13,Territoire de Belfort,143,23
2020-11-14,Côte-d'Or,361,61
2020-11-14,Doubs,194,48
2020-11-14,Jura,179,6
2020-11-14,Nièvre,83,11
2020-11-14,Haute-Saône,111,16
2020-11-14,Saône-et-Loire,482,47
2020-11-14,Yonne,192,16
2020-11-14,Territoire de Belfort,130,22
2020-11-15,Côte-d'Or,371,64
2020-11-15,Doubs,206,54
2020-11-15,Jura,185,6
2020-11-15,Nièvre,88,10
2020-11-15,Haute-Saône,108,14
2020-11-15,Saône-et-Loire,495,50
2020-11-15,Yonne,197,16
2020-11-15,Territoire de Belfort,126,23
2020-11-16,Côte-d'Or,381,65
2020-11-16,Doubs,229,57
2020-11-16,Jura,197,9
2020-11-16,Nièvre,87,10
2020-11-16,Haute-Saône,119,17
2020-11-16,Saône-et-Loire,500,50
2020-11-16,Yonne,207,18
2020-11-16,Territoire de Belfort,138,26
2020-11-17,Côte-d'Or,368,65
2020-11-17,Doubs,216,55
2020-11-17,Jura,199,12
2020-11-17,Nièvre,85,9
2020-11-17,Haute-Saône,113,17
2020-11-17,Saône-et-Loire,519,50
2020-11-17,Yonne,203,18
2020-11-17,Territoire de Belfort,149,23
2020-11-18,Côte-d'Or,365,67
2020-11-18,Doubs,224,55
2020-11-18,Jura,202,12
2020-11-18,Nièvre,88,9
2020-11-18,Haute-Saône,110,15
2020-11-18,Saône-et-Loire,513,46
2020-11-18,Yonne,203,17
2020-11-18,Territoire de Belfort,145,23
2020-11-19,Côte-d'Or,352,66
2020-11-19,Doubs,227,55
2020-11-19,Jura,210,11
2020-11-19,Nièvre,88,10
2020-11-19,Haute-Saône,106,15
2020-11-19,Saône-et-Loire,513,44
2020-11-19,Yonne,200,14
2020-11-19,Territoire de Belfort,138,20
2020-11-20,Côte-d'Or,364,68
2020-11-20,Doubs,217,51
2020-11-20,Jura,204,8
2020-11-20,Nièvre,88,10
2020-11-20,Haute-Saône,102,14
2020-11-20,Saône-et-Loire,528,42
2020-11-20,Yonne,197,14
2020-11-20,Territoire de Belfort,142,23
2020-11-21,Côte-d'Or,363,67
2020-11-21,Doubs,205,48
2020-11-21,Jura,199,12
2020-11-21,Nièvre,94,10
2020-11-21,Haute-Saône,99,15
2020-11-21,Saône-et-Loire,527,46
2020-11-21,Yonne,204,16
2020-11-21,Territoire de Belfort,142,23
2020-11-22,Côte-d'Or,367,66
2020-11-22,Doubs,230,54
2020-11-22,Jura,200,9
2020-11-22,Nièvre,98,9
2020-11-22,Haute-Saône,97,15
2020-11-22,Saône-et-Loire,538,47
2020-11-22,Yonne,212,16
2020-11-22,Territoire de Belfort,141,24
2020-11-23,Côte-d'Or,367,68
2020-11-23,Doubs,227,58
2020-11-23,Jura,197,9
2020-11-23,Nièvre,96,11
2020-11-23,Haute-Saône,100,17
2020-11-23,Saône-et-Loire,545,47
2020-11-23,Yonne,212,19
2020-11-23,Territoire de Belfort,154,24
2020-11-24,Côte-d'Or,370,66
2020-11-24,Doubs,214,52
2020-11-24,Jura,192,10
2020-11-24,Nièvre,93,11
2020-11-24,Haute-Saône,98,17
2020-11-24,Saône-et-Loire,525,48
2020-11-24,Yonne,203,18
2020-11-24,Territoire de Belfort,150,22
2020-11-25,Côte-d'Or,360,66
2020-11-25,Doubs,201,55
2020-11-25,Jura,186,8
2020-11-25,Nièvre,91,9
2020-11-25,Haute-Saône,89,15
2020-11-25,Saône-et-Loire,516,48
2020-11-25,Yonne,200,17
2020-11-25,Territoire de Belfort,147,21
2020-11-26,Côte-d'Or,351,63
2020-11-26,Doubs,197,54
2020-11-26,Jura,185,8
2020-11-26,Nièvre,88,9
2020-11-26,Haute-Saône,81,17
2020-11-26,Saône-et-Loire,495,45
2020-11-26,Yonne,204,18
2020-11-26,Territoire de Belfort,138,21
2020-11-27,Côte-d'Or,346,63
2020-11-27,Doubs,192,51
2020-11-27,Jura,185,7
2020-11-27,Nièvre,88,8
2020-11-27,Haute-Saône,77,17
2020-11-27,Saône-et-Loire,508,51
2020-11-27,Yonne,207,17
2020-11-27,Territoire de Belfort,140,25
2020-11-28,Côte-d'Or,340,58
2020-11-28,Doubs,175,47
2020-11-28,Jura,181,7
2020-11-28,Nièvre,88,9
2020-11-28,Haute-Saône,79,16
2020-11-28,Saône-et-Loire,501,55
2020-11-28,Yonne,204,17
2020-11-28,Territoire de Belfort,129,24
2020-11-29,Côte-d'Or,341,57
2020-11-29,Doubs,176,50
2020-11-29,Jura,177,9
2020-11-29,Nièvre,93,9
2020-11-29,Haute-Saône,79,15
2020-11-29,Saône-et-Loire,503,53
2020-11-29,Yonne,209,17
2020-11-29,Territoire de Belfort,128,23
2020-11-30,Côte-d'Or,345,57
2020-11-30,Doubs,190,49
2020-11-30,Jura,181,8
2020-11-30,Nièvre,96,9
2020-11-30,Haute-Saône,85,14
2020-11-30,Saône-et-Loire,501,51
2020-11-30,Yonne,197,18
2020-11-30,Territoire de Belfort,149,24
2020-12-01,Côte-d'Or,344,55
2020-12-01,Doubs,178,59
2020-12-01,Jura,186,9
2020-12-01,Nièvre,90,7
2020-12-01,Haute-Saône,80,15
2020-12-01,Saône-et-Loire,477,45
2020-12-01,Yonne,209,20
2020-12-01,Territoire de Belfort,155,25
2020-12-02,Côte-d'Or,352,56
2020-12-02,Doubs,166,57
2020-12-02,Jura,185,9
2020-12-02,Nièvre,85,5
2020-12-02,Haute-Saône,76,14
2020-12-02,Saône-et-Loire,476,44
2020-12-02,Yonne,200,18
2020-12-02,Territoire de Belfort,155,23
2020-12-03,Côte-d'Or,354,55
2020-12-03,Doubs,162,53
2020-12-03,Jura,193,10
2020-12-03,Nièvre,86,5
2020-12-03,Haute-Saône,72,12
2020-12-03,Saône-et-Loire,479,46
2020-12-03,Yonne,209,17
2020-12-03,Territoire de Belfort,163,23
2020-12-04,Côte-d'Or,361,52
2020-12-04,Doubs,168,55
2020-12-04,Jura,186,11
2020-12-04,Nièvre,96,5
2020-12-04,Haute-Saône,73,14
2020-12-04,Saône-et-Loire,477,41
2020-12-04,Yonne,221,16
2020-12-04,Territoire de Belfort,164,21
2020-12-05,Côte-d'Or,319,51
2020-12-05,Doubs,160,52
2020-12-05,Jura,187,11
2020-12-05,Nièvre,90,6
2020-12-05,Haute-Saône,74,10
2020-12-05,Saône-et-Loire,468,40
2020-12-05,Yonne,229,17
2020-12-05,Territoire de Belfort,159,20
2020-12-06,Côte-d'Or,325,51
2020-12-06,Doubs,182,56
2020-12-06,Jura,187,11
2020-12-06,Nièvre,88,6
2020-12-06,Haute-Saône,74,9
2020-12-06,Saône-et-Loire,465,40
2020-12-06,Yonne,226,17
2020-12-06,Territoire de Belfort,158,20
2020-12-07,Côte-d'Or,340,53
2020-12-07,Doubs,176,53
2020-12-07,Jura,189,10
2020-12-07,Nièvre,88,6
2020-12-07,Haute-Saône,80,12
2020-12-07,Saône-et-Loire,470,43
2020-12-07,Yonne,232,19
2020-12-07,Territoire de Belfort,161,19
2020-12-08,Côte-d'Or,341,43
2020-12-08,Doubs,173,51
2020-12-08,Jura,183,8
2020-12-08,Nièvre,97,5
2020-12-08,Haute-Saône,76,10
2020-12-08,Saône-et-Loire,471,38
2020-12-08,Yonne,244,21
2020-12-08,Territoire de Belfort,174,21
2020-12-09,Côte-d'Or,341,46
2020-12-09,Doubs,167,50
2020-12-09,Jura,182,9
2020-12-09,Nièvre,96,5
2020-12-09,Haute-Saône,75,9
2020-12-09,Saône-et-Loire,456,40
2020-12-09,Yonne,247,25
2020-12-09,Territoire de Belfort,177,21
2020-12-10,Côte-d'Or,366,42
2020-12-10,Doubs,166,49
2020-12-10,Jura,183,7
2020-12-10,Nièvre,89,5
2020-12-10,Haute-Saône,75,7
2020-12-10,Saône-et-Loire,444,39
2020-12-10,Yonne,234,23
2020-12-10,Territoire de Belfort,175,22
2020-12-11,Côte-d'Or,351,36
2020-12-11,Doubs,166,48
2020-12-11,Jura,197,7
2020-12-11,Nièvre,97,5
2020-12-11,Haute-Saône,76,7
2020-12-11,Saône-et-Loire,443,38
2020-12-11,Yonne,221,21
2020-12-11,Territoire de Belfort,182,21
2020-12-12,Côte-d'Or,347,37
2020-12-12,Doubs,159,45
2020-12-12,Jura,196,7
2020-12-12,Nièvre,98,5
2020-12-12,Haute-Saône,77,7
2020-12-12,Saône-et-Loire,447,38
2020-12-12,Yonne,228,22
2020-12-12,Territoire de Belfort,187,21
2020-12-13,Côte-d'Or,352,39
2020-12-13,Doubs,161,45
2020-12-13,Jura,202,6
2020-12-13,Nièvre,100,5
2020-12-13,Haute-Saône,78,7
2020-12-13,Saône-et-Loire,452,35
2020-12-13,Yonne,237,22
2020-12-13,Territoire de Belfort,187,22
2020-12-14,Côte-d'Or,357,41
2020-12-14,Doubs,178,46
2020-12-14,Jura,196,7
2020-12-14,Nièvre,101,6
2020-12-14,Haute-Saône,80,8
2020-12-14,Saône-et-Loire,442,34
2020-12-14,Yonne,238,22
2020-12-14,Territoire de Belfort,209,22
2020-12-15,Côte-d'Or,352,37
2020-12-15,Doubs,170,44
2020-12-15,Jura,204,8
2020-12-15,Nièvre,100,7
2020-12-15,Haute-Saône,79,8
2020-12-15,Saône-et-Loire,452,33
2020-12-15,Yonne,238,23
2020-12-15,Territoire de Belfort,212,26
2020-12-16,Côte-d'Or,371,32
2020-12-16,Doubs,169,48
2020-12-16,Jura,219,7
2020-12-16,Nièvre,101,7
2020-12-16,Haute-Saône,74,7
2020-12-16,Saône-et-Loire,450,32
2020-12-16,Yonne,228,18
2020-12-16,Territoire de Belfort,220,22
2020-12-17,Côte-d'Or,359,33
2020-12-17,Doubs,166,49
2020-12-17,Jura,232,7
2020-12-17,Nièvre,98,6
2020-12-17,Haute-Saône,73,7
2020-12-17,Saône-et-Loire,455,31
2020-12-17,Yonne,229,20
2020-12-17,Territoire de Belfort,210,22
2020-12-18,Côte-d'Or,362,31
2020-12-18,Doubs,164,45
2020-12-18,Jura,246,7
2020-12-18,Nièvre,88,6
2020-12-18,Haute-Saône,72,7
2020-12-18,Saône-et-Loire,436,29
2020-12-18,Yonne,229,20
2020-12-18,Territoire de Belfort,203,21
2020-12-19,Côte-d'Or,359,34
2020-12-19,Doubs,155,41
2020-12-19,Jura,234,7
2020-12-19,Nièvre,85,3
2020-12-19,Haute-Saône,71,6
2020-12-19,Saône-et-Loire,438,29
2020-12-19,Yonne,228,18
2020-12-19,Territoire de Belfort,180,22
2020-12-20,Côte-d'Or,359,34
2020-12-20,Doubs,171,47
2020-12-20,Jura,232,7
2020-12-20,Nièvre,85,3
2020-12-20,Haute-Saône,75,6
2020-12-20,Saône-et-Loire,440,29
2020-12-20,Yonne,231,17
2020-12-20,Territoire de Belfort,189,23
2020-12-21,Côte-d'Or,373,36
2020-12-21,Doubs,158,45
2020-12-21,Jura,248,10
2020-12-21,Nièvre,84,3
2020-12-21,Haute-Saône,76,6
2020-12-21,Saône-et-Loire,429,28
2020-12-21,Yonne,237,17
2020-12-21,Territoire de Belfort,190,22
2020-12-22,Côte-d'Or,379,38
2020-12-22,Doubs,160,44
2020-12-22,Jura,247,10
2020-12-22,Nièvre,86,3
2020-12-22,Haute-Saône,82,8
2020-12-22,Saône-et-Loire,413,29
2020-12-22,Yonne,220,14
2020-12-22,Territoire de Belfort,193,25
2020-12-23,Côte-d'Or,369,35
2020-12-23,Doubs,153,45
2020-12-23,Jura,247,10
2020-12-23,Nièvre,83,4
2020-12-23,Haute-Saône,80,8
2020-12-23,Saône-et-Loire,416,29
2020-12-23,Yonne,219,18
2020-12-23,Territoire de Belfort,200,24
2020-12-24,Côte-d'Or,376,39
2020-12-24,Doubs,149,46
2020-12-24,Jura,246,9
2020-12-24,Nièvre,93,3
2020-12-24,Haute-Saône,83,6
2020-12-24,Saône-et-Loire,412,29
2020-12-24,Yonne,215,18
2020-12-24,Territoire de Belfort,194,23
2020-12-25,Côte-d'Or,380,39
2020-12-25,Doubs,147,41
2020-12-25,Jura,249,10
2020-12-25,Nièvre,95,5
2020-12-25,Haute-Saône,82,6
2020-12-25,Saône-et-Loire,405,31
2020-12-25,Yonne,217,17
2020-12-25,Territoire de Belfort,187,19
2020-12-26,Côte-d'Or,370,42
2020-12-26,Doubs,159,43
2020-12-26,Jura,247,10
2020-12-26,Nièvre,96,5
2020-12-26,Haute-Saône,78,7
2020-12-26,Saône-et-Loire,418,30
2020-12-26,Yonne,217,18
2020-12-26,Territoire de Belfort,185,20
2020-12-27,Côte-d'Or,375,47
2020-12-27,Doubs,156,43
2020-12-27,Jura,247,9
2020-12-27,Nièvre,98,5
2020-12-27,Haute-Saône,75,7
2020-12-27,Saône-et-Loire,421,28
2020-12-27,Yonne,220,18
2020-12-27,Territoire de Belfort,183,20
2020-12-28,Côte-d'Or,375,43
2020-12-28,Doubs,162,47
2020-12-28,Jura,246,7
2020-12-28,Nièvre,102,5
2020-12-28,Haute-Saône,75,8
2020-12-28,Saône-et-Loire,423,30
2020-12-28,Yonne,237,19
2020-12-28,Territoire de Belfort,191,20
2020-12-29,Côte-d'Or,365,42
2020-12-29,Doubs,164,41
2020-12-29,Jura,259,8
2020-12-29,Nièvre,100,5
2020-12-29,Haute-Saône,78,9
2020-12-29,Saône-et-Loire,448,36
2020-12-29,Yonne,233,20
2020-12-29,Territoire de Belfort,193,18
2020-12-30,Côte-d'Or,373,45
2020-12-30,Doubs,162,43
2020-12-30,Jura,264,6
2020-12-30,Nièvre,93,6
2020-12-30,Haute-Saône,87,10
2020-12-30,Saône-et-Loire,435,35
2020-12-30,Yonne,246,19
2020-12-30,Territoire de Belfort,196,18
2020-12-31,Côte-d'Or,365,41
2020-12-31,Doubs,167,39
2020-12-31,Jura,266,5
2020-12-31,Nièvre,98,6
2020-12-31,Haute-Saône,77,9
