com2020,dep,debut_7j,fin_7j,clage_65,tp_classe,ti_classe,td_classe
58142,58,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
58142,58,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
58143,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
58143,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58144,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
58144,58,2021-01-22,2021-01-28,65,30 et plus,500 à 1000,1500 à 2000
58145,58,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1500 à 2000
58145,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,1500 à 2000
58146,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58146,58,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
58147,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
58147,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58148,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
58148,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58149,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58149,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58150,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58150,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58151,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58151,58,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
58152,58,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
58152,58,2021-01-22,2021-01-28,65,20 à 25,500 à 1000,2000 à 2500
58153,58,2021-01-22,2021-01-28,0,20 à 25,1000 et plus,2500 et plus
58153,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58154,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
58154,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58155,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2000 à 2500
58155,58,2021-01-22,2021-01-28,65,0 à 1,20 à 50,2500 et plus
58156,58,2021-01-22,2021-01-28,0,1 à 5,10 à 20,1000 à 1500
58156,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58157,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
58157,58,2021-01-22,2021-01-28,65,5 à 10,0 à 10,0 à 300
58158,58,2021-01-22,2021-01-28,0,25 à 30,1000 et plus,2500 et plus
58158,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58159,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58159,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58160,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58160,58,2021-01-22,2021-01-28,65,15 à 20,250 à 500,2000 à 2500
58161,58,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
58161,58,2021-01-22,2021-01-28,65,1 à 5,250 à 500,2500 et plus
58162,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1500 à 2000
58162,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,600 à 800
58163,58,2021-01-22,2021-01-28,0,1 à 5,10 à 20,800 à 1000
58163,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58164,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58164,58,2021-01-22,2021-01-28,65,1 à 5,20 à 50,1500 à 2000
58165,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
58165,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58166,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1000 à 1500
58166,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58168,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58168,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58169,58,2021-01-22,2021-01-28,0,10 à 15,10 à 20,0 à 300
58169,58,2021-01-22,2021-01-28,65,1 à 5,10 à 20,300 à 600
58170,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
58170,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58171,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
58171,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58172,58,2021-01-22,2021-01-28,0,10 à 15,1000 et plus,2500 et plus
58172,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58173,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58173,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58174,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
58174,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
58175,58,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
58175,58,2021-01-22,2021-01-28,65,15 à 20,1000 et plus,2500 et plus
58176,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
58176,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58177,58,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
58177,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2500 et plus
58178,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58178,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,600 à 800
58179,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58179,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58180,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
58180,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58181,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58181,58,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
58182,58,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
58182,58,2021-01-22,2021-01-28,65,10 à 15,500 à 1000,2500 et plus
58183,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1000 à 1500
58183,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58184,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
58184,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58185,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58185,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
58186,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
58186,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58187,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
58187,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58188,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
58188,58,2021-01-22,2021-01-28,65,30 et plus,250 à 500,800 à 1000
58189,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2000 à 2500
58189,58,2021-01-22,2021-01-28,65,5 à 10,20 à 50,600 à 800
58190,58,2021-01-22,2021-01-28,0,5 à 10,0 à 10,0 à 300
58190,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58191,58,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
58191,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2500 et plus
58192,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58192,58,2021-01-22,2021-01-28,65,10 à 15,50 à 150,800 à 1000
58193,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58193,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58194,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58194,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2500 et plus
58195,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58195,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58196,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
58196,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58197,58,2021-01-22,2021-01-28,0,30 et plus,500 à 1000,1000 à 1500
58197,58,2021-01-22,2021-01-28,65,5 à 10,0 à 10,0 à 300
58198,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
58198,58,2021-01-22,2021-01-28,65,25 à 30,50 à 150,0 à 300
58199,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58199,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58200,58,2021-01-22,2021-01-28,0,30 et plus,500 à 1000,2000 à 2500
58200,58,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
58201,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
58201,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58202,58,2021-01-22,2021-01-28,0,5 à 10,50 à 150,600 à 800
58202,58,2021-01-22,2021-01-28,65,1 à 5,10 à 20,0 à 300
58203,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
58203,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58204,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
58204,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58205,58,2021-01-22,2021-01-28,0,1 à 5,10 à 20,800 à 1000
58205,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58206,58,2021-01-22,2021-01-28,0,1 à 5,0 à 10,300 à 600
58206,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58207,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58207,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58208,58,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
58208,58,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
58209,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58209,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58210,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58210,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58211,58,2021-01-22,2021-01-28,0,5 à 10,500 à 1000,2500 et plus
58211,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58212,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
58212,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58213,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58213,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58214,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
58214,58,2021-01-22,2021-01-28,65,25 à 30,250 à 500,1000 à 1500
58215,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58215,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2500 et plus
58216,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2000 à 2500
58216,58,2021-01-22,2021-01-28,65,5 à 10,0 à 10,0 à 300
58217,58,2021-01-22,2021-01-28,0,0 à 1,20 à 50,2500 et plus
58217,58,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
58218,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58218,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58219,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2000 à 2500
58219,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58220,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58220,58,2021-01-22,2021-01-28,65,1 à 5,20 à 50,2500 et plus
58221,58,2021-01-22,2021-01-28,0,25 à 30,1000 et plus,2500 et plus
58221,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58222,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,800 à 1000
58222,58,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
58223,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2000 à 2500
58223,58,2021-01-22,2021-01-28,65,15 à 20,500 à 1000,2500 et plus
58224,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2000 à 2500
58224,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58225,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58225,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58226,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58226,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58227,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58227,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,1500 à 2000
58228,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58228,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58229,58,2021-01-22,2021-01-28,0,20 à 25,500 à 1000,2500 et plus
58229,58,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
58230,58,2021-01-22,2021-01-28,0,5 à 10,0 à 10,0 à 300
58230,58,2021-01-22,2021-01-28,65,5 à 10,0 à 10,0 à 300
58231,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
58231,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,800 à 1000
58232,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58232,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2000 à 2500
58233,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58233,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58234,58,2021-01-22,2021-01-28,0,1 à 5,10 à 20,300 à 600
58234,58,2021-01-22,2021-01-28,65,1 à 5,10 à 20,300 à 600
58235,58,2021-01-22,2021-01-28,0,1 à 5,10 à 20,600 à 800
58235,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58236,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
58236,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58237,58,2021-01-22,2021-01-28,0,5 à 10,10 à 20,0 à 300
58237,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58238,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
58238,58,2021-01-22,2021-01-28,65,15 à 20,250 à 500,2500 et plus
58239,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
58239,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58240,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1500 à 2000
58240,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58241,58,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
58241,58,2021-01-22,2021-01-28,65,10 à 15,50 à 150,800 à 1000
58242,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1000 à 1500
58242,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58243,58,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
58243,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58244,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58244,58,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
58245,58,2021-01-22,2021-01-28,0,5 à 10,50 à 150,1000 à 1500
58245,58,2021-01-22,2021-01-28,65,10 à 15,50 à 150,1000 à 1500
58246,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58246,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58247,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58247,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58248,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58248,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58249,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
58249,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2500 et plus
58250,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58250,58,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2000 à 2500
58251,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58251,58,2021-01-22,2021-01-28,65,5 à 10,50 à 150,1000 à 1500
58252,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58252,58,2021-01-22,2021-01-28,65,30 et plus,250 à 500,800 à 1000
58253,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58253,58,2021-01-22,2021-01-28,65,1 à 5,10 à 20,300 à 600
58254,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
58254,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58255,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
58255,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58256,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58256,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58257,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58257,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58258,58,2021-01-22,2021-01-28,0,10 à 15,500 à 1000,2500 et plus
58258,58,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
58259,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58259,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58260,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
58260,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58261,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58261,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,1500 à 2000
58262,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2000 à 2500
58262,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58263,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2000 à 2500
58263,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
58264,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58264,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,1000 à 1500
58265,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
58265,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58266,58,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
58266,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2000 à 2500
58267,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58267,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,1500 à 2000
58268,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58268,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58269,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
58269,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58270,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58270,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1000 à 1500
58271,58,2021-01-22,2021-01-28,0,30 et plus,1000 et plus,1500 à 2000
58271,58,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2000 à 2500
58272,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1000 à 1500
58272,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58273,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58273,58,2021-01-22,2021-01-28,65,15 à 20,250 à 500,2000 à 2500
58274,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
58274,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58275,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,1500 à 2000
58275,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58276,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
58276,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58277,58,2021-01-22,2021-01-28,0,25 à 30,1000 et plus,2500 et plus
58277,58,2021-01-22,2021-01-28,65,30 et plus,1000 et plus,2500 et plus
58278,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58278,58,2021-01-22,2021-01-28,65,10 à 15,250 à 500,2500 et plus
58279,58,2021-01-22,2021-01-28,0,30 et plus,1000 et plus,1500 à 2000
58279,58,2021-01-22,2021-01-28,65,5 à 10,0 à 10,0 à 300
58280,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58280,58,2021-01-22,2021-01-28,65,5 à 10,50 à 150,2000 à 2500
58281,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58281,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2000 à 2500
58282,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
58282,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58283,58,2021-01-22,2021-01-28,0,20 à 25,150 à 250,1000 à 1500
58283,58,2021-01-22,2021-01-28,65,20 à 25,150 à 250,600 à 800
58284,58,2021-01-22,2021-01-28,0,5 à 10,10 à 20,0 à 300
58284,58,2021-01-22,2021-01-28,65,1 à 5,10 à 20,300 à 600
58285,58,2021-01-22,2021-01-28,0,0 à 1,20 à 50,2500 et plus
58285,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58286,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
58286,58,2021-01-22,2021-01-28,65,20 à 25,250 à 500,2000 à 2500
58287,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,2500 et plus
58287,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58288,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1000 à 1500
58288,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58289,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58289,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58290,58,2021-01-22,2021-01-28,0,1 à 5,250 à 500,2500 et plus
58290,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58291,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58291,58,2021-01-22,2021-01-28,65,1 à 5,150 à 250,2500 et plus
58292,58,2021-01-22,2021-01-28,0,0 à 1,20 à 50,2500 et plus
58292,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58293,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
58293,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58294,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,1000 à 1500
58294,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58295,58,2021-01-22,2021-01-28,0,10 à 15,250 à 500,2500 et plus
58295,58,2021-01-22,2021-01-28,65,15 à 20,250 à 500,2000 à 2500
58296,58,2021-01-22,2021-01-28,0,5 à 10,20 à 50,300 à 600
58296,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,300 à 600
58297,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58297,58,2021-01-22,2021-01-28,65,5 à 10,150 à 250,2000 à 2500
58298,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58298,58,2021-01-22,2021-01-28,65,0 à 1,20 à 50,2500 et plus
58299,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
58299,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58300,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58300,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58301,58,2021-01-22,2021-01-28,0,1 à 5,150 à 250,2500 et plus
58301,58,2021-01-22,2021-01-28,65,25 à 30,250 à 500,1000 à 1500
58302,58,2021-01-22,2021-01-28,0,5 à 10,150 à 250,2500 et plus
58302,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58303,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58303,58,2021-01-22,2021-01-28,65,1 à 5,250 à 500,2500 et plus
58304,58,2021-01-22,2021-01-28,0,0 à 1,10 à 20,1500 à 2000
58304,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,1000 à 1500
58305,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,1000 à 1500
58305,58,2021-01-22,2021-01-28,65,5 à 10,0 à 10,0 à 300
58306,58,2021-01-22,2021-01-28,0,5 à 10,50 à 150,2000 à 2500
58306,58,2021-01-22,2021-01-28,65,1 à 5,50 à 150,2500 et plus
58307,58,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2000 à 2500
58307,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,2500 et plus
58308,58,2021-01-22,2021-01-28,0,5 à 10,10 à 20,0 à 300
58308,58,2021-01-22,2021-01-28,65,1 à 5,0 à 10,0 à 300
58309,58,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
58309,58,2021-01-22,2021-01-28,65,10 à 15,500 à 1000,2500 et plus
58310,58,2021-01-22,2021-01-28,0,0 à 1,0 à 10,2500 et plus
58310,58,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
58311,58,2021-01-22,2021-01-28,0,5 à 10,50 à 150,800 à 1000
58311,58,2021-01-22,2021-01-28,65,0 à 1,0 à 10,1500 à 2000
58312,58,2021-01-22,2021-01-28,0,1 à 5,20 à 50,2500 et plus
58312,58,2021-01-22,2021-01-28,65,30 et plus,50 à 150,0 à 300
58313,58,2021-01-22,2021-01-28,0,20 à 25,150 à 250,800 à 1000
58313,58,2021-01-22,2021-01-28,65,25 à 30,150 à 250,600 à 800
70001,70,2021-01-22,2021-01-28,0,1 à 5,50 à 150,2500 et plus
70001,70,2021-01-22,2021-01-28,65,0 à 1,10 à 20,2500 et plus
70002,70,2021-01-22,2021-01-28,0,5 à 10,250 à 500,2500 et plus
70002,70,2021-01-22,2021-01-28,65,5 à 10,250 à 500,2500 et plus
