jour,Département,Nouvelles hospitalisations en 24h,Nouvelles entrées en réanimation en 24h,Nouveaux décès à l'hôpital en 24h,Nouveaux retours à domicile en 24h
2020-08-20,Haute-Saône,0,0,0,0
2020-08-20,Saône-et-Loire,1,0,0,0
2020-08-20,Yonne,1,1,0,2
2020-08-20,Territoire de Belfort,0,0,0,1
2020-08-21,Côte-d'Or,1,0,0,1
2020-08-21,Doubs,0,0,0,0
2020-08-21,Jura,1,0,0,0
2020-08-21,Nièvre,0,0,0,0
2020-08-21,Haute-Saône,0,0,0,0
2020-08-21,Saône-et-Loire,0,0,0,2
2020-08-21,Yonne,1,0,0,4
2020-08-21,Territoire de Belfort,0,0,0,0
2020-08-22,Côte-d'Or,1,0,0,0
2020-08-22,Doubs,0,1,0,0
2020-08-22,Jura,0,0,0,0
2020-08-22,Nièvre,0,0,0,0
2020-08-22,Haute-Saône,0,0,0,0
2020-08-22,Saône-et-Loire,0,0,0,0
2020-08-22,Yonne,0,0,0,0
2020-08-22,Territoire de Belfort,0,0,0,0
2020-08-23,Côte-d'Or,0,0,0,0
2020-08-23,Doubs,0,0,0,0
2020-08-23,Jura,0,0,0,0
2020-08-23,Nièvre,0,0,0,0
2020-08-23,Haute-Saône,0,0,0,0
2020-08-23,Saône-et-Loire,2,0,0,1
2020-08-23,Yonne,0,0,0,0
2020-08-23,Territoire de Belfort,0,0,0,0
2020-08-24,Côte-d'Or,1,0,0,0
2020-08-24,Doubs,2,0,1,0
2020-08-24,Jura,0,0,0,0
2020-08-24,Nièvre,0,0,0,0
2020-08-24,Haute-Saône,0,0,0,0
2020-08-24,Saône-et-Loire,0,0,0,0
2020-08-24,Yonne,1,0,0,1
2020-08-24,Territoire de Belfort,0,0,0,0
2020-08-25,Côte-d'Or,0,0,0,0
2020-08-25,Doubs,0,0,0,0
2020-08-25,Jura,0,0,0,0
2020-08-25,Nièvre,1,0,0,0
2020-08-25,Haute-Saône,0,0,0,0
2020-08-25,Saône-et-Loire,1,0,0,2
2020-08-25,Yonne,0,0,0,2
2020-08-25,Territoire de Belfort,0,0,0,1
2020-08-26,Côte-d'Or,0,0,0,2
2020-08-26,Doubs,0,0,0,0
2020-08-26,Jura,0,0,0,0
2020-08-26,Nièvre,0,0,0,0
2020-08-26,Haute-Saône,0,0,0,0
2020-08-26,Saône-et-Loire,0,0,0,0
2020-08-26,Yonne,1,0,0,2
2020-08-26,Territoire de Belfort,0,0,0,0
2020-08-27,Côte-d'Or,3,0,0,1
2020-08-27,Doubs,1,0,0,0
2020-08-27,Jura,0,0,0,0
2020-08-27,Nièvre,0,0,0,0
2020-08-27,Haute-Saône,0,0,0,0
2020-08-27,Saône-et-Loire,0,0,0,0
2020-08-27,Yonne,0,0,0,0
2020-08-27,Territoire de Belfort,1,0,0,1
2020-08-28,Côte-d'Or,0,0,0,0
2020-08-28,Doubs,0,0,0,0
2020-08-28,Jura,1,0,0,0
2020-08-28,Nièvre,0,0,0,0
2020-08-28,Haute-Saône,0,0,0,0
2020-08-28,Saône-et-Loire,1,0,0,0
2020-08-28,Yonne,1,0,0,0
2020-08-28,Territoire de Belfort,1,0,0,0
2020-08-29,Côte-d'Or,0,0,0,0
2020-08-29,Doubs,0,0,0,0
2020-08-29,Jura,0,0,0,0
2020-08-29,Nièvre,0,0,0,0
2020-08-29,Haute-Saône,0,0,0,0
2020-08-29,Saône-et-Loire,0,0,0,0
2020-08-29,Yonne,0,0,0,0
2020-08-29,Territoire de Belfort,0,0,0,0
2020-08-30,Côte-d'Or,0,0,0,0
2020-08-30,Doubs,0,0,0,0
2020-08-30,Jura,0,0,0,0
2020-08-30,Nièvre,0,0,0,0
2020-08-30,Haute-Saône,0,0,0,0
2020-08-30,Saône-et-Loire,0,0,0,0
2020-08-30,Yonne,0,0,0,0
2020-08-30,Territoire de Belfort,0,0,0,0
2020-08-31,Côte-d'Or,0,0,0,0
2020-08-31,Doubs,0,0,0,0
2020-08-31,Jura,0,0,0,0
2020-08-31,Nièvre,0,0,0,0
2020-08-31,Haute-Saône,0,0,0,0
2020-08-31,Saône-et-Loire,0,1,0,0
2020-08-31,Yonne,1,0,0,1
2020-08-31,Territoire de Belfort,0,0,0,0
2020-09-01,Côte-d'Or,1,0,0,0
2020-09-01,Doubs,0,0,0,0
2020-09-01,Jura,0,0,0,0
2020-09-01,Nièvre,0,0,0,0
2020-09-01,Haute-Saône,0,0,0,0
2020-09-01,Saône-et-Loire,0,0,0,1
2020-09-01,Yonne,0,0,0,2
2020-09-01,Territoire de Belfort,0,1,0,0
2020-09-02,Côte-d'Or,2,0,0,0
2020-09-02,Doubs,1,0,0,2
2020-09-02,Jura,0,0,0,0
2020-09-02,Nièvre,2,0,0,0
2020-09-02,Haute-Saône,0,0,0,0
2020-09-02,Saône-et-Loire,3,1,0,1
2020-09-02,Yonne,3,0,0,0
2020-09-02,Territoire de Belfort,0,0,0,1
2020-09-03,Côte-d'Or,1,1,0,0
2020-09-03,Doubs,0,0,0,0
2020-09-03,Jura,0,0,0,0
2020-09-03,Nièvre,0,0,0,0
2020-09-03,Haute-Saône,0,0,0,0
2020-09-03,Saône-et-Loire,0,0,0,1
2020-09-03,Yonne,0,0,0,0
2020-09-03,Territoire de Belfort,0,0,0,1
2020-09-04,Côte-d'Or,1,0,0,0
2020-09-04,Doubs,1,0,0,0
2020-09-04,Jura,0,0,0,0
2020-09-04,Nièvre,1,0,0,0
2020-09-04,Haute-Saône,0,0,0,0
2020-09-04,Saône-et-Loire,1,0,0,1
2020-09-04,Yonne,0,0,0,1
2020-09-04,Territoire de Belfort,2,0,0,1
2020-09-05,Côte-d'Or,0,0,0,0
2020-09-05,Doubs,0,0,0,0
2020-09-05,Jura,1,0,0,1
2020-09-05,Nièvre,0,0,0,0
2020-09-05,Haute-Saône,2,0,0,0
2020-09-05,Saône-et-Loire,0,0,0,0
2020-09-05,Yonne,1,0,0,0
2020-09-05,Territoire de Belfort,0,0,0,0
2020-09-06,Côte-d'Or,0,0,0,0
2020-09-06,Doubs,0,0,0,0
2020-09-06,Jura,0,0,0,0
2020-09-06,Nièvre,0,0,0,0
2020-09-06,Haute-Saône,0,0,0,0
2020-09-06,Saône-et-Loire,0,0,0,0
2020-09-06,Yonne,0,0,0,0
2020-09-06,Territoire de Belfort,0,0,0,0
2020-09-07,Côte-d'Or,0,0,0,1
2020-09-07,Doubs,0,1,0,0
2020-09-07,Jura,1,0,0,1
2020-09-07,Nièvre,1,0,0,0
2020-09-07,Haute-Saône,0,0,0,0
2020-09-07,Saône-et-Loire,3,0,0,0
2020-09-07,Yonne,0,0,0,0
2020-09-07,Territoire de Belfort,0,0,0,1
2020-09-08,Côte-d'Or,0,0,0,0
2020-09-08,Doubs,1,0,0,0
2020-09-08,Jura,0,0,0,0
2020-09-08,Nièvre,1,0,0,1
2020-09-08,Haute-Saône,0,0,0,0
2020-09-08,Saône-et-Loire,1,0,0,2
2020-09-08,Yonne,0,0,0,0
2020-09-08,Territoire de Belfort,1,0,0,0
2020-09-09,Côte-d'Or,0,0,0,1
2020-09-09,Doubs,2,0,1,0
2020-09-09,Jura,0,0,0,0
2020-09-09,Nièvre,0,0,0,0
2020-09-09,Haute-Saône,0,0,0,0
2020-09-09,Saône-et-Loire,1,0,0,0
2020-09-09,Yonne,1,0,0,1
2020-09-09,Territoire de Belfort,1,0,0,1
2020-09-10,Côte-d'Or,2,1,1,1
2020-09-10,Doubs,1,0,0,0
2020-09-10,Jura,0,0,0,0
2020-09-10,Nièvre,0,0,0,0
2020-09-10,Haute-Saône,0,0,0,0
2020-09-10,Saône-et-Loire,3,0,0,1
2020-09-10,Yonne,1,0,0,0
2020-09-10,Territoire de Belfort,3,1,0,0
2020-09-11,Côte-d'Or,0,0,0,1
2020-09-11,Doubs,0,0,0,1
2020-09-11,Jura,0,0,0,0
2020-09-11,Nièvre,0,0,0,0
2020-09-11,Haute-Saône,0,0,0,0
2020-09-11,Saône-et-Loire,3,1,0,0
2020-09-11,Yonne,0,0,0,1
2020-09-11,Territoire de Belfort,0,0,0,0
2020-09-12,Côte-d'Or,0,0,0,0
2020-09-12,Doubs,0,0,0,0
2020-09-12,Jura,0,0,0,0
2020-09-12,Nièvre,0,0,0,0
2020-09-12,Haute-Saône,0,0,0,0
2020-09-12,Saône-et-Loire,3,0,0,1
2020-09-12,Yonne,0,0,0,0
2020-09-12,Territoire de Belfort,0,0,0,0
2020-09-13,Côte-d'Or,0,0,0,0
2020-09-13,Doubs,0,0,0,0
2020-09-13,Jura,0,0,0,0
2020-09-13,Nièvre,0,0,0,0
2020-09-13,Haute-Saône,0,0,0,0
2020-09-13,Saône-et-Loire,0,0,0,2
2020-09-13,Yonne,0,0,0,0
2020-09-13,Territoire de Belfort,0,0,0,0
2020-09-14,Côte-d'Or,1,0,0,0
2020-09-14,Doubs,1,0,0,1
2020-09-14,Jura,2,0,0,1
2020-09-14,Nièvre,0,0,0,0
2020-09-14,Haute-Saône,0,0,0,0
2020-09-14,Saône-et-Loire,3,0,0,0
2020-09-14,Yonne,5,0,0,3
2020-09-14,Territoire de Belfort,1,0,1,2
2020-09-15,Côte-d'Or,0,0,0,0
2020-09-15,Doubs,1,0,0,1
2020-09-15,Jura,0,0,0,0
2020-09-15,Nièvre,0,0,0,0
2020-09-15,Haute-Saône,0,0,0,0
2020-09-15,Saône-et-Loire,3,0,0,1
2020-09-15,Yonne,0,0,0,0
2020-09-15,Territoire de Belfort,2,1,0,0
2020-09-16,Côte-d'Or,0,0,0,0
2020-09-16,Doubs,2,0,0,2
2020-09-16,Jura,1,0,0,0
2020-09-16,Nièvre,2,0,0,2
2020-09-16,Haute-Saône,0,0,0,0
2020-09-16,Saône-et-Loire,14,2,0,4
2020-09-16,Yonne,1,0,0,3
2020-09-16,Territoire de Belfort,1,0,0,1
2020-09-17,Côte-d'Or,11,1,1,5
2020-09-17,Doubs,1,0,1,0
2020-09-17,Jura,0,0,0,0
2020-09-17,Nièvre,0,0,0,0
2020-09-17,Haute-Saône,0,0,0,0
2020-09-17,Saône-et-Loire,2,0,1,1
2020-09-17,Yonne,2,0,0,1
2020-09-17,Territoire de Belfort,0,0,0,2
2020-09-18,Côte-d'Or,0,0,0,1
2020-09-18,Doubs,2,0,0,1
2020-09-18,Jura,0,0,0,0
2020-09-18,Nièvre,0,0,0,0
2020-09-18,Haute-Saône,0,0,0,0
2020-09-18,Saône-et-Loire,3,0,1,3
2020-09-18,Yonne,0,0,0,0
2020-09-18,Territoire de Belfort,1,0,0,0
2020-09-19,Côte-d'Or,0,0,0,0
2020-09-19,Doubs,0,0,0,0
2020-09-19,Jura,1,1,0,1
2020-09-19,Nièvre,1,0,0,0
2020-09-19,Haute-Saône,0,0,0,0
2020-09-19,Saône-et-Loire,2,0,0,0
2020-09-19,Yonne,0,0,0,0
2020-09-19,Territoire de Belfort,0,0,0,0
2020-09-20,Côte-d'Or,0,0,0,0
2020-09-20,Doubs,0,0,0,0
2020-09-20,Jura,0,0,0,0
2020-09-20,Nièvre,0,0,0,0
2020-09-20,Haute-Saône,0,0,0,0
2020-09-20,Saône-et-Loire,2,0,0,0
2020-09-20,Yonne,0,0,0,0
2020-09-20,Territoire de Belfort,0,0,0,0
2020-09-21,Côte-d'Or,3,0,0,1
2020-09-21,Doubs,2,0,0,2
2020-09-21,Jura,0,0,0,0
2020-09-21,Nièvre,2,0,0,2
2020-09-21,Haute-Saône,0,0,0,0
2020-09-21,Saône-et-Loire,5,0,0,0
2020-09-21,Yonne,2,0,0,0
2020-09-21,Territoire de Belfort,1,0,0,1
2020-09-22,Côte-d'Or,0,0,0,0
2020-09-22,Doubs,1,1,0,1
2020-09-22,Jura,0,0,0,0
2020-09-22,Nièvre,1,0,0,2
2020-09-22,Haute-Saône,0,0,0,0
2020-09-22,Saône-et-Loire,13,1,2,1
2020-09-22,Yonne,4,2,0,1
2020-09-22,Territoire de Belfort,1,0,0,3
2020-09-23,Côte-d'Or,10,1,0,4
2020-09-23,Doubs,0,0,0,0
2020-09-23,Jura,2,0,0,0
2020-09-23,Nièvre,0,0,0,2
2020-09-23,Haute-Saône,0,0,0,0
2020-09-23,Saône-et-Loire,8,1,2,5
2020-09-23,Yonne,1,0,0,1
2020-09-23,Territoire de Belfort,4,1,0,1
2020-09-24,Côte-d'Or,7,0,0,7
2020-09-24,Doubs,1,1,0,0
2020-09-24,Jura,3,0,0,0
2020-09-24,Nièvre,0,0,0,0
2020-09-24,Haute-Saône,0,0,0,0
2020-09-24,Saône-et-Loire,5,0,1,4
2020-09-24,Yonne,2,0,0,3
2020-09-24,Territoire de Belfort,0,1,0,0
2020-09-25,Côte-d'Or,5,0,1,2
2020-09-25,Doubs,5,0,0,4
2020-09-25,Jura,1,0,0,0
2020-09-25,Nièvre,2,1,0,5
2020-09-25,Haute-Saône,0,0,0,0
2020-09-25,Saône-et-Loire,10,1,1,6
2020-09-25,Yonne,1,0,0,0
2020-09-25,Territoire de Belfort,0,0,0,0
2020-09-26,Côte-d'Or,6,1,0,0
2020-09-26,Doubs,2,2,0,0
2020-09-26,Jura,1,0,0,3
2020-09-26,Nièvre,0,0,0,0
2020-09-26,Haute-Saône,0,0,0,0
2020-09-26,Saône-et-Loire,2,1,0,0
2020-09-26,Yonne,1,0,0,1
2020-09-26,Territoire de Belfort,0,0,0,0
2020-09-27,Côte-d'Or,0,0,0,0
2020-09-27,Doubs,0,0,0,0
2020-09-27,Jura,0,0,0,0
2020-09-27,Nièvre,0,0,0,0
2020-09-27,Haute-Saône,0,0,0,0
2020-09-27,Saône-et-Loire,2,1,0,0
2020-09-27,Yonne,0,0,0,0
2020-09-27,Territoire de Belfort,0,0,0,0
2020-09-28,Côte-d'Or,3,1,0,3
2020-09-28,Doubs,1,1,0,5
2020-09-28,Jura,0,0,0,0
2020-09-28,Nièvre,0,0,0,0
2020-09-28,Haute-Saône,0,0,0,2
2020-09-28,Saône-et-Loire,7,0,1,6
2020-09-28,Yonne,2,1,0,2
2020-09-28,Territoire de Belfort,0,0,0,0
2020-09-29,Côte-d'Or,0,1,0,0
2020-09-29,Doubs,2,0,0,1
2020-09-29,Jura,0,0,0,1
2020-09-29,Nièvre,4,0,0,0
2020-09-29,Haute-Saône,1,0,0,0
2020-09-29,Saône-et-Loire,5,3,0,6
2020-09-29,Yonne,1,0,0,1
2020-09-29,Territoire de Belfort,2,1,0,1
2020-09-30,Côte-d'Or,16,5,3,10
2020-09-30,Doubs,0,0,0,0
2020-09-30,Jura,0,0,0,1
2020-09-30,Nièvre,1,1,0,3
2020-09-30,Haute-Saône,0,0,0,0
2020-09-30,Saône-et-Loire,6,0,0,5
2020-09-30,Yonne,2,1,0,2
2020-09-30,Territoire de Belfort,0,0,0,1
2020-10-01,Côte-d'Or,0,0,0,0
2020-10-01,Doubs,2,1,0,0
2020-10-01,Jura,0,0,0,2
2020-10-01,Nièvre,1,0,0,0
2020-10-01,Haute-Saône,0,0,0,0
2020-10-01,Saône-et-Loire,2,2,2,5
2020-10-01,Yonne,3,0,0,2
2020-10-01,Territoire de Belfort,0,0,0,0
2020-10-02,Côte-d'Or,8,1,1,4
2020-10-02,Doubs,0,0,0,1
2020-10-02,Jura,2,1,0,0
2020-10-02,Nièvre,3,0,0,0
2020-10-02,Haute-Saône,1,0,0,0
2020-10-02,Saône-et-Loire,4,1,0,5
2020-10-02,Yonne,2,0,0,4
2020-10-02,Territoire de Belfort,0,0,0,0
2020-10-03,Côte-d'Or,0,0,0,0
2020-10-03,Doubs,1,0,0,0
2020-10-03,Jura,0,0,0,0
2020-10-03,Nièvre,0,1,0,1
2020-10-03,Haute-Saône,0,0,0,0
2020-10-03,Saône-et-Loire,5,0,1,3
2020-10-03,Yonne,1,0,0,0
2020-10-03,Territoire de Belfort,2,1,0,1
2020-10-04,Côte-d'Or,0,0,0,0
2020-10-04,Doubs,0,0,0,0
2020-10-04,Jura,0,0,0,0
2020-10-04,Nièvre,0,0,0,0
2020-10-04,Haute-Saône,0,0,0,0
2020-10-04,Saône-et-Loire,2,0,0,0
2020-10-04,Yonne,5,1,0,1
2020-10-04,Territoire de Belfort,0,0,1,0
2020-10-05,Côte-d'Or,3,0,0,0
2020-10-05,Doubs,1,0,0,3
2020-10-05,Jura,4,0,0,1
2020-10-05,Nièvre,0,0,0,0
2020-10-05,Haute-Saône,1,0,0,1
2020-10-05,Saône-et-Loire,1,0,0,1
2020-10-05,Yonne,2,1,0,3
2020-10-05,Territoire de Belfort,1,1,0,0
2020-10-06,Côte-d'Or,6,3,0,5
2020-10-06,Doubs,2,0,0,0
2020-10-06,Jura,5,0,0,1
2020-10-06,Nièvre,0,0,0,0
2020-10-06,Haute-Saône,4,0,0,0
2020-10-06,Saône-et-Loire,9,0,0,6
2020-10-06,Yonne,0,0,0,0
2020-10-06,Territoire de Belfort,1,0,0,1
2020-10-07,Côte-d'Or,3,1,2,6
2020-10-07,Doubs,3,1,0,1
2020-10-07,Jura,0,0,1,1
2020-10-07,Nièvre,1,0,0,0
2020-10-07,Haute-Saône,1,0,0,0
2020-10-07,Saône-et-Loire,8,1,2,5
2020-10-07,Yonne,3,0,0,5
2020-10-07,Territoire de Belfort,0,0,0,1
2020-10-08,Côte-d'Or,2,2,1,1
2020-10-08,Doubs,2,0,0,0
2020-10-08,Jura,0,0,0,0
2020-10-08,Nièvre,0,0,0,0
2020-10-08,Haute-Saône,0,0,0,2
2020-10-08,Saône-et-Loire,10,1,1,3
2020-10-08,Yonne,1,0,0,3
2020-10-08,Territoire de Belfort,4,2,0,0
2020-10-09,Côte-d'Or,1,0,2,2
2020-10-09,Doubs,1,1,0,0
2020-10-09,Jura,1,0,0,0
2020-10-09,Nièvre,2,0,0,1
2020-10-09,Haute-Saône,0,1,1,0
2020-10-09,Saône-et-Loire,5,0,2,6
2020-10-09,Yonne,4,2,0,2
2020-10-09,Territoire de Belfort,1,1,0,1
2020-10-10,Côte-d'Or,8,0,0,1
2020-10-10,Doubs,0,0,0,0
2020-10-10,Jura,1,0,0,0
2020-10-10,Nièvre,1,0,0,1
2020-10-10,Haute-Saône,3,0,0,1
2020-10-10,Saône-et-Loire,2,1,0,2
2020-10-10,Yonne,3,0,0,0
2020-10-10,Territoire de Belfort,0,0,0,1
2020-10-11,Côte-d'Or,0,0,0,0
2020-10-11,Doubs,1,0,0,1
2020-10-11,Jura,4,0,0,0
2020-10-11,Nièvre,2,1,1,0
2020-10-11,Haute-Saône,0,0,0,0
2020-10-11,Saône-et-Loire,4,0,0,2
2020-10-11,Yonne,0,0,0,0
2020-10-11,Territoire de Belfort,1,0,0,0
2020-10-12,Côte-d'Or,4,0,0,1
2020-10-12,Doubs,4,0,0,3
2020-10-12,Jura,1,0,0,1
2020-10-12,Nièvre,0,0,0,0
2020-10-12,Haute-Saône,3,0,0,0
2020-10-12,Saône-et-Loire,7,0,3,2
2020-10-12,Yonne,8,1,0,2
2020-10-12,Territoire de Belfort,0,0,0,0
2020-10-13,Côte-d'Or,15,7,1,3
2020-10-13,Doubs,0,0,0,1
2020-10-13,Jura,6,0,0,0
2020-10-13,Nièvre,3,0,0,1
2020-10-13,Haute-Saône,3,1,0,1
2020-10-13,Saône-et-Loire,17,3,1,5
2020-10-13,Yonne,1,1,0,4
2020-10-13,Territoire de Belfort,3,1,0,1
2020-10-14,Côte-d'Or,8,2,3,3
2020-10-14,Doubs,3,0,0,1
2020-10-14,Jura,3,0,0,4
2020-10-14,Nièvre,4,0,0,2
2020-10-14,Haute-Saône,6,0,0,1
2020-10-14,Saône-et-Loire,27,1,1,16
2020-10-14,Yonne,7,1,0,5
2020-10-14,Territoire de Belfort,3,0,1,1
2020-10-15,Côte-d'Or,8,3,0,5
2020-10-15,Doubs,6,1,0,0
2020-10-15,Jura,2,0,0,0
2020-10-15,Nièvre,3,1,0,1
2020-10-15,Haute-Saône,4,1,0,0
2020-10-15,Saône-et-Loire,11,0,0,2
2020-10-15,Yonne,4,2,0,2
2020-10-15,Territoire de Belfort,1,0,0,4
2020-10-16,Côte-d'Or,6,3,0,4
2020-10-16,Doubs,1,0,0,1
2020-10-16,Jura,8,0,0,0
2020-10-16,Nièvre,1,0,0,2
2020-10-16,Haute-Saône,8,0,1,0
2020-10-16,Saône-et-Loire,12,0,3,6
2020-10-16,Yonne,3,0,0,1
2020-10-16,Territoire de Belfort,4,0,0,1
2020-10-17,Côte-d'Or,7,3,0,4
2020-10-17,Doubs,0,0,0,2
2020-10-17,Jura,8,1,0,4
2020-10-17,Nièvre,0,0,0,1
2020-10-17,Haute-Saône,0,0,0,1
2020-10-17,Saône-et-Loire,7,0,1,4
2020-10-17,Yonne,0,0,0,7
2020-10-17,Territoire de Belfort,0,0,0,0
2020-10-18,Côte-d'Or,0,0,0,0
2020-10-18,Doubs,4,2,1,0
2020-10-18,Jura,7,0,1,6
2020-10-18,Nièvre,2,1,0,0
2020-10-18,Haute-Saône,1,0,0,2
2020-10-18,Saône-et-Loire,11,0,1,1
2020-10-18,Yonne,3,0,0,1
2020-10-18,Territoire de Belfort,0,0,0,1
2020-10-19,Côte-d'Or,6,1,3,1
2020-10-19,Doubs,5,0,0,3
2020-10-19,Jura,8,1,0,0
2020-10-19,Nièvre,3,1,0,0
2020-10-19,Haute-Saône,2,1,2,0
2020-10-19,Saône-et-Loire,30,3,3,8
2020-10-19,Yonne,3,0,0,0
2020-10-19,Territoire de Belfort,2,2,0,1
2020-10-20,Côte-d'Or,14,1,0,5
2020-10-20,Doubs,6,0,0,1
2020-10-20,Jura,9,0,0,3
2020-10-20,Nièvre,0,0,0,2
2020-10-20,Haute-Saône,5,0,1,2
2020-10-20,Saône-et-Loire,35,4,2,11
2020-10-20,Yonne,3,2,0,0
2020-10-20,Territoire de Belfort,7,0,0,3
2020-10-21,Côte-d'Or,8,1,0,1
2020-10-21,Doubs,1,1,1,2
2020-10-21,Jura,12,0,1,1
2020-10-21,Nièvre,2,0,0,2
2020-10-21,Haute-Saône,5,0,0,0
2020-10-21,Saône-et-Loire,25,3,2,19
2020-10-21,Yonne,8,1,1,1
2020-10-21,Territoire de Belfort,4,2,0,3
2020-10-22,Côte-d'Or,16,1,0,12
2020-10-22,Doubs,7,0,1,4
2020-10-22,Jura,7,1,2,3
2020-10-22,Nièvre,0,0,0,2
2020-10-22,Haute-Saône,3,0,2,2
2020-10-22,Saône-et-Loire,29,2,2,17
2020-10-22,Yonne,11,2,0,2
2020-10-22,Territoire de Belfort,1,2,1,1
2020-10-23,Côte-d'Or,12,2,1,10
2020-10-23,Doubs,13,2,2,3
2020-10-23,Jura,12,0,0,2
2020-10-23,Nièvre,3,1,0,1
2020-10-23,Haute-Saône,3,2,0,0
2020-10-23,Saône-et-Loire,31,2,4,19
2020-10-23,Yonne,6,0,0,2
2020-10-23,Territoire de Belfort,2,0,0,0
2020-10-24,Côte-d'Or,16,3,1,5
2020-10-24,Doubs,1,0,0,2
2020-10-24,Jura,14,1,1,8
2020-10-24,Nièvre,2,0,1,1
2020-10-24,Haute-Saône,4,2,0,4
2020-10-24,Saône-et-Loire,26,5,1,11
2020-10-24,Yonne,5,1,0,4
2020-10-24,Territoire de Belfort,16,2,2,2
2020-10-25,Côte-d'Or,13,3,2,0
2020-10-25,Doubs,6,4,0,0
2020-10-25,Jura,7,0,0,2
2020-10-25,Nièvre,5,0,1,3
2020-10-25,Haute-Saône,0,0,0,0
2020-10-25,Saône-et-Loire,22,1,5,5
2020-10-25,Yonne,2,0,0,0
2020-10-25,Territoire de Belfort,2,1,1,0
2020-10-26,Côte-d'Or,28,10,3,6
2020-10-26,Doubs,17,4,2,5
2020-10-26,Jura,28,1,2,2
2020-10-26,Nièvre,2,0,0,0
2020-10-26,Haute-Saône,2,0,1,1
2020-10-26,Saône-et-Loire,34,0,1,5
2020-10-26,Yonne,17,0,0,1
2020-10-26,Territoire de Belfort,2,1,0,2
2020-10-27,Côte-d'Or,14,3,0,12
2020-10-27,Doubs,16,2,1,8
2020-10-27,Jura,13,1,1,7
2020-10-27,Nièvre,4,1,0,3
2020-10-27,Haute-Saône,14,2,1,4
2020-10-27,Saône-et-Loire,63,5,13,37
2020-10-27,Yonne,6,0,1,1
2020-10-27,Territoire de Belfort,16,3,0,2
2020-10-28,Côte-d'Or,20,4,0,7
2020-10-28,Doubs,15,1,2,2
2020-10-28,Jura,34,0,3,10
2020-10-28,Nièvre,3,0,1,0
2020-10-28,Haute-Saône,3,0,0,3
2020-10-28,Saône-et-Loire,42,4,4,23
2020-10-28,Yonne,22,2,0,5
2020-10-28,Territoire de Belfort,11,2,0,3
2020-10-29,Côte-d'Or,23,4,0,10
2020-10-29,Doubs,8,4,0,5
2020-10-29,Jura,9,1,0,6
2020-10-29,Nièvre,7,0,0,4
2020-10-29,Haute-Saône,10,1,2,2
2020-10-29,Saône-et-Loire,27,6,4,21
2020-10-29,Yonne,12,2,0,7
2020-10-29,Territoire de Belfort,11,0,0,9
2020-10-30,Côte-d'Or,31,13,1,4
2020-10-30,Doubs,15,3,1,3
2020-10-30,Jura,13,0,1,9
2020-10-30,Nièvre,5,0,0,1
2020-10-30,Haute-Saône,12,1,0,2
2020-10-30,Saône-et-Loire,35,2,0,20
2020-10-30,Yonne,13,4,0,7
2020-10-30,Territoire de Belfort,10,3,4,3
2020-10-31,Côte-d'Or,18,6,3,16
2020-10-31,Doubs,6,0,1,2
2020-10-31,Jura,10,1,2,5
2020-10-31,Nièvre,11,1,0,1
2020-10-31,Haute-Saône,2,0,0,4
2020-10-31,Saône-et-Loire,22,3,2,17
2020-10-31,Yonne,16,2,0,6
2020-10-31,Territoire de Belfort,4,0,1,6
2020-11-01,Côte-d'Or,14,2,2,12
2020-11-01,Doubs,22,7,0,3
2020-11-01,Jura,14,0,3,2
2020-11-01,Nièvre,8,2,0,0
2020-11-01,Haute-Saône,11,1,1,1
2020-11-01,Saône-et-Loire,22,0,3,8
2020-11-01,Yonne,6,1,0,0
2020-11-01,Territoire de Belfort,0,0,2,1
2020-11-02,Côte-d'Or,33,14,3,8
2020-11-02,Doubs,19,4,0,3
2020-11-02,Jura,20,1,2,6
2020-11-02,Nièvre,4,0,1,3
2020-11-02,Haute-Saône,13,1,1,0
2020-11-02,Saône-et-Loire,38,5,11,8
2020-11-02,Yonne,20,2,1,4
2020-11-02,Territoire de Belfort,2,0,1,0
2020-11-03,Côte-d'Or,44,3,3,20
2020-11-03,Doubs,28,4,4,8
2020-11-03,Jura,36,0,3,7
2020-11-03,Nièvre,5,1,0,0
2020-11-03,Haute-Saône,10,1,2,3
2020-11-03,Saône-et-Loire,75,4,10,34
2020-11-03,Yonne,8,1,2,10
2020-11-03,Territoire de Belfort,4,0,0,0
2020-11-04,Côte-d'Or,75,8,5,27
2020-11-04,Doubs,13,2,2,5
2020-11-04,Jura,12,0,1,20
2020-11-04,Nièvre,7,0,1,4
2020-11-04,Haute-Saône,5,3,2,5
2020-11-04,Saône-et-Loire,33,2,4,25
2020-11-04,Yonne,17,2,2,4
2020-11-04,Territoire de Belfort,24,7,1,7
2020-11-05,Côte-d'Or,27,17,4,11
2020-11-05,Doubs,11,3,1,10
2020-11-05,Jura,16,0,3,6
2020-11-05,Nièvre,11,2,1,2
2020-11-05,Haute-Saône,7,1,1,0
2020-11-05,Saône-et-Loire,62,0,13,40
2020-11-05,Yonne,8,0,1,3
2020-11-05,Territoire de Belfort,14,2,1,4
2020-11-06,Côte-d'Or,33,9,1,21
2020-11-06,Doubs,16,7,3,19
2020-11-06,Jura,16,0,3,20
2020-11-06,Nièvre,8,1,0,2
2020-11-06,Haute-Saône,19,2,4,8
2020-11-06,Saône-et-Loire,72,6,10,30
2020-11-06,Yonne,22,1,3,11
2020-11-06,Territoire de Belfort,27,5,0,7
